light_id,location,status,wattage,installation_date,last_maintenance,neighborhood_id
SL-0500,POINT (77.63858768821797 12.823510249194424),operational,250,2021-11-17,2026-01-13 12:00:00,NH-006
SL-0501,POINT (77.64785086847782 12.814835374546922),operational,150,2022-02-23,2024-01-21 12:00:00,NH-006
SL-0502,POINT (77.64089200765082 12.822843727904974),operational,100,2018-09-03,2020-06-06 12:00:00,NH-006
SL-0503,POINT (77.6426265612005 12.822316502723544),operational,100,2020-03-05,2022-10-10 12:00:00,NH-006
SL-0504,POINT (77.64381437892274 12.819186145505208),operational,200,2019-01-08,2024-09-30 12:00:00,NH-006
SL-0505,POINT (77.64435392432912 12.818991399161659),maintenance_required,150,2021-05-23,2022-04-04 12:00:00,NH-006
SL-0506,POINT (77.63843797203393 12.829648842168417),operational,150,2017-10-13,2020-11-26 12:00:00,NH-006
SL-0507,POINT (77.6454464111427 12.818740334278475),faulty,150,2023-05-20,2023-09-04 12:00:00,NH-006
SL-0508,POINT (77.63262960791252 12.82166183554843),faulty,200,2020-02-05,2023-06-06 12:00:00,NH-006
SL-0509,POINT (77.64747239495573 12.817796450252915),operational,250,2024-11-23,2025-06-21 12:00:00,NH-006
SL-0510,POINT (77.637210802695 12.827026147959335),operational,100,2024-04-08,2024-05-30 12:00:00,NH-006
SL-0511,POINT (77.6440140000027 12.820432278265795),operational,100,2021-08-28,2025-03-11 12:00:00,NH-006
SL-0512,POINT (77.6360622421084 12.824905223868482),operational,200,2017-08-31,2025-07-25 12:00:00,NH-006
SL-0513,POINT (77.64820987120525 12.820265921694029),operational,250,2016-05-01,2021-12-21 12:00:00,NH-006
SL-0514,POINT (77.63626737834645 12.82719837873751),faulty,200,2017-04-27,2020-08-24 12:00:00,NH-006
SL-0515,POINT (77.63888429840881 12.822495934801305),operational,250,2021-08-12,2023-07-14 12:00:00,NH-006
SL-0516,POINT (77.63354571730947 12.822154833003879),operational,200,2019-02-02,2025-01-03 12:00:00,NH-006
SL-0517,POINT (77.64667834726984 12.817708436050475),operational,100,2017-02-26,2019-07-05 12:00:00,NH-006
SL-0518,POINT (77.64628379605807 12.823738120607276),operational,150,2022-02-07,2024-02-13 12:00:00,NH-006
SL-0519,POINT (77.64165756775414 12.82269008989873),operational,100,2017-09-20,2018-12-12 12:00:00,NH-006
SL-0520,POINT (77.6447803789733 12.819320612594117),operational,250,2017-01-24,2023-06-23 12:00:00,NH-006
SL-0521,POINT (77.64356420509183 12.821441718733954),operational,200,2024-04-08,2025-04-01 12:00:00,NH-006
SL-0522,POINT (77.64089659537196 12.82508391214419),operational,200,2024-10-15,2025-10-18 12:00:00,NH-006
SL-0523,POINT (77.64064232441179 12.821334144415417),maintenance_required,150,2020-09-13,2020-11-30 12:00:00,NH-006
SL-0524,POINT (77.64868849129991 12.81630847510533),faulty,100,2019-08-23,2020-08-29 12:00:00,NH-006
SL-0525,POINT (77.6481988601658 12.819682638667208),operational,150,2019-02-16,2023-12-31 12:00:00,NH-006
SL-0526,POINT (77.63839429809398 12.828755309000723),operational,250,2022-05-07,2022-07-21 12:00:00,NH-006
SL-0527,POINT (77.6438311100907 12.8182745867942),operational,200,2021-08-02,2025-03-30 12:00:00,NH-006
SL-0528,POINT (77.63390096463587 12.82432617992421),operational,100,2017-06-27,2020-12-12 12:00:00,NH-006
SL-0529,POINT (77.63588173323133 12.824442907544098),maintenance_required,100,2022-08-20,2022-11-03 12:00:00,NH-006
SL-0530,POINT (77.64987707438009 12.815225932186843),operational,150,2023-09-05,2025-04-10 12:00:00,NH-006
SL-0531,POINT (77.6359723579715 12.827099240956322),operational,250,2019-10-17,2023-07-24 12:00:00,NH-006
SL-0532,POINT (77.64396073005774 12.821014160573608),operational,100,2016-10-20,2024-09-23 12:00:00,NH-006
SL-0533,POINT (77.63800046940106 12.826495734893095),operational,200,2019-07-19,2021-07-21 12:00:00,NH-006
SL-0534,POINT (77.64311432456833 12.821869822305764),operational,150,2025-02-24,2025-11-05 12:00:00,NH-006
SL-0535,POINT (77.64848040769618 12.818967519550592),operational,150,2023-07-12,2025-12-28 12:00:00,NH-006
SL-0536,POINT (77.63513861433728 12.824536310943156),operational,100,2022-04-26,2022-09-19 12:00:00,NH-006
SL-0537,POINT (77.63876468521583 12.825209373613164),operational,100,2023-11-17,2024-06-09 12:00:00,NH-006
SL-0538,POINT (77.64005915418048 12.823481131541746),operational,200,2018-12-08,2022-07-30 12:00:00,NH-006
SL-0539,POINT (77.64048931445467 12.821022703385601),operational,200,2023-09-20,2024-12-15 12:00:00,NH-006
SL-0540,POINT (77.63278684590233 12.822394475078513),operational,150,2018-08-17,2025-07-05 12:00:00,NH-006
SL-0541,POINT (77.64192228575627 12.81945938912937),operational,200,2023-06-29,2025-03-07 12:00:00,NH-006
SL-0542,POINT (77.63738782041035 12.82761058299136),operational,150,2024-02-25,2024-03-03 12:00:00,NH-006
SL-0543,POINT (77.63667953686492 12.824306585017712),operational,250,2023-01-30,2025-12-16 12:00:00,NH-006
SL-0544,POINT (77.64270289320541 12.819940409733505),operational,250,2018-11-14,2022-02-06 12:00:00,NH-006
SL-0545,POINT (77.6359232894973 12.8268906377444),maintenance_required,150,2020-09-01,2022-08-21 12:00:00,NH-006
SL-0546,POINT (77.64827006563185 12.813326169001472),operational,100,2018-08-26,2020-04-14 12:00:00,NH-006
SL-0547,POINT (77.6325142162469 12.821718929426046),operational,200,2024-05-03,2025-09-12 12:00:00,NH-006
SL-0548,POINT (77.63936406550306 12.82554785639733),operational,250,2017-11-07,2024-12-16 12:00:00,NH-006
SL-0549,POINT (77.62927763481532 12.820299335813555),maintenance_required,100,2018-08-03,2025-04-10 12:00:00,NH-006
SL-0550,POINT (77.63561768749383 12.824358709690893),operational,200,2022-04-11,2025-10-24 12:00:00,NH-006
SL-0551,POINT (77.63673485520958 12.82182041981766),operational,150,2023-03-20,2023-06-23 12:00:00,NH-006
SL-0552,POINT (77.64061062444912 12.821555324075293),operational,150,2018-05-12,2019-02-07 12:00:00,NH-006
SL-0553,POINT (77.643611176881 12.819352522182744),operational,100,2020-10-29,2024-12-16 12:00:00,NH-006
SL-0554,POINT (77.63954923117345 12.824220318599561),operational,100,2020-01-20,2022-12-09 12:00:00,NH-006
SL-0555,POINT (77.64794699218872 12.820880464454397),maintenance_required,250,2023-12-25,2024-08-22 12:00:00,NH-006
SL-0556,POINT (77.6484916884469 12.817980965097185),operational,100,2022-06-11,2024-07-04 12:00:00,NH-006
SL-0557,POINT (77.640868823959 12.822263784439906),faulty,200,2020-05-25,2023-07-12 12:00:00,NH-006
SL-0558,POINT (77.6459082775883 12.817885352963916),operational,250,2024-05-17,2024-11-27 12:00:00,NH-006
SL-0559,POINT (77.64305381301402 12.819629787765443),operational,250,2021-09-15,2025-08-30 12:00:00,NH-006
SL-0560,POINT (77.64050665675113 12.820837977234769),operational,250,2020-06-21,2026-01-06 12:00:00,NH-006
SL-0561,POINT (77.63127624360325 12.822240921205944),operational,250,2016-07-08,2021-10-03 12:00:00,NH-006
SL-0562,POINT (77.63181392083625 12.82171691594283),operational,100,2019-03-14,2025-08-07 12:00:00,NH-006
SL-0563,POINT (77.63802602923384 12.822549269487396),operational,150,2022-03-24,2023-07-07 12:00:00,NH-006
SL-0564,POINT (77.6360099264434 12.825619913105097),operational,150,2023-12-08,2025-07-09 12:00:00,NH-006
SL-0565,POINT (77.63937966353308 12.826241744310073),operational,100,2023-11-04,2024-02-01 12:00:00,NH-006
SL-0566,POINT (77.63433089171673 12.824593838972927),operational,100,2021-05-20,2023-07-10 12:00:00,NH-006
SL-0567,POINT (77.63596695035542 12.824403930350146),operational,150,2023-07-28,2025-12-22 12:00:00,NH-006
SL-0568,POINT (77.64064331884849 12.824463145396713),operational,200,2018-10-21,2022-05-22 12:00:00,NH-006
SL-0569,POINT (77.63899912248003 12.825417634100111),operational,200,2019-07-15,2025-11-13 12:00:00,NH-006
SL-0570,POINT (77.6327029867668 12.823401119558463),operational,100,2018-07-01,2022-04-08 12:00:00,NH-006
SL-0571,POINT (77.64681881638565 12.821857050795819),maintenance_required,250,2020-02-11,2020-05-22 12:00:00,NH-006
SL-0572,POINT (77.64775653261307 12.813349825170814),maintenance_required,200,2023-10-13,2025-04-09 12:00:00,NH-006
SL-0573,POINT (77.63722510842288 12.82190494131874),operational,200,2018-11-02,2019-04-08 12:00:00,NH-006
SL-0574,POINT (77.64109158567656 12.822232107979154),operational,200,2018-01-10,2019-07-30 12:00:00,NH-006
SL-0575,POINT (77.65822437640628 12.818948846521792),faulty,200,2023-01-27,2025-03-10 12:00:00,NH-007
SL-0576,POINT (77.65907862667498 12.80705757975007),operational,200,2016-10-23,2018-08-01 12:00:00,NH-007
SL-0577,POINT (77.65887342103683 12.808524420033383),faulty,200,2022-08-22,2023-12-10 12:00:00,NH-007
SL-0578,POINT (77.65837510341136 12.820436185459677),operational,200,2021-07-01,2022-02-14 12:00:00,NH-007
SL-0579,POINT (77.65638671304019 12.818356558887638),operational,200,2018-11-26,2022-02-19 12:00:00,NH-007
SL-0580,POINT (77.66072185163756 12.805518353754925),operational,150,2018-03-22,2018-11-01 12:00:00,NH-007
SL-0581,POINT (77.654029455896 12.816197317286605),operational,250,2023-12-18,2025-07-14 12:00:00,NH-007
SL-0582,POINT (77.65944804624021 12.806897169891384),maintenance_required,250,2018-02-02,2024-06-05 12:00:00,NH-007
SL-0583,POINT (77.65686897506048 12.808880257767779),operational,150,2017-03-07,2023-03-10 12:00:00,NH-007
SL-0584,POINT (77.65677853733524 12.823386682296215),operational,100,2016-06-26,2021-12-21 12:00:00,NH-007
SL-0585,POINT (77.6562115215384 12.820590117057671),faulty,150,2019-05-20,2024-11-27 12:00:00,NH-007
SL-0586,POINT (77.6572605545715 12.822355685363545),operational,200,2024-12-22,2025-11-25 12:00:00,NH-007
SL-0587,POINT (77.6643787090074 12.802639228634737),operational,100,2024-10-29,2025-04-28 12:00:00,NH-007
SL-0588,POINT (77.65188468163983 12.816726846118348),operational,200,2020-07-29,2023-11-02 12:00:00,NH-007
SL-0589,POINT (77.65920474048669 12.808211894819415),operational,100,2023-12-08,2024-01-17 12:00:00,NH-007
SL-0590,POINT (77.65925909315725 12.817095771176414),operational,150,2017-11-30,2019-11-24 12:00:00,NH-007
SL-0591,POINT (77.65852854819143 12.81743486123039),maintenance_required,250,2022-06-30,2022-11-10 12:00:00,NH-007
SL-0592,POINT (77.65460579869259 12.810820005827328),operational,250,2022-10-16,2025-01-10 12:00:00,NH-007
SL-0593,POINT (77.65799281592295 12.80910805431042),operational,150,2018-05-05,2019-05-16 12:00:00,NH-007
SL-0594,POINT (77.65715944289134 12.82251129383964),operational,100,2019-12-16,2025-07-21 12:00:00,NH-007
SL-0595,POINT (77.66065557233625 12.805828557102416),maintenance_required,150,2022-03-19,2022-06-28 12:00:00,NH-007
SL-0596,POINT (77.65882244802852 12.820270395562828),operational,100,2019-09-06,2022-08-09 12:00:00,NH-007
SL-0597,POINT (77.65746235615666 12.819827790988631),operational,150,2019-12-24,2025-02-27 12:00:00,NH-007
SL-0598,POINT (77.6531221515999 12.816123287145997),operational,200,2024-08-02,2026-01-01 12:00:00,NH-007
SL-0599,POINT (77.65279560542594 12.815635667590135),operational,150,2017-02-04,2025-07-04 12:00:00,NH-007
SL-0600,POINT (77.65748454468056 12.808573533314808),operational,100,2017-04-18,2020-07-16 12:00:00,NH-007
SL-0601,POINT (77.65379766366709 12.816423277036156),operational,150,2021-02-13,2024-06-04 12:00:00,NH-007
SL-0602,POINT (77.65503037096018 12.810169173566921),operational,200,2022-11-24,2024-07-29 12:00:00,NH-007
SL-0603,POINT (77.65507245970085 12.817361784078631),operational,150,2016-08-28,2023-03-04 12:00:00,NH-007
SL-0604,POINT (77.6573987016208 12.810113021795344),operational,150,2018-10-07,2023-07-17 12:00:00,NH-007
SL-0605,POINT (77.65612402875449 12.810810119962577),faulty,100,2016-12-13,2021-08-10 12:00:00,NH-007
SL-0606,POINT (77.65631102680848 12.810377304296411),operational,100,2016-07-11,2016-09-02 12:00:00,NH-007
SL-0607,POINT (77.66023383314761 12.817678512511536),operational,100,2023-07-01,2024-12-04 12:00:00,NH-007
SL-0608,POINT (77.66260207627528 12.804396753488573),operational,150,2024-12-22,2025-02-21 12:00:00,NH-007
SL-0609,POINT (77.65591411346502 12.81687999918182),operational,200,2022-03-26,2026-01-28 12:00:00,NH-007
SL-0610,POINT (77.65625427275296 12.818954929065018),faulty,250,2024-02-17,2025-08-31 12:00:00,NH-007
SL-0611,POINT (77.65728729330021 12.820638456902355),operational,100,2017-08-21,2020-05-23 12:00:00,NH-007
SL-0612,POINT (77.65808177264341 12.808387157822615),operational,250,2016-06-12,2022-12-01 12:00:00,NH-007
SL-0613,POINT (77.65914429845343 12.807328093742097),operational,150,2022-07-12,2024-08-24 12:00:00,NH-007
SL-0614,POINT (77.66023320556208 12.807231014357596),operational,100,2017-08-22,2023-09-01 12:00:00,NH-007
SL-0615,POINT (77.65639555156612 12.821645400397117),operational,250,2023-01-10,2023-12-04 12:00:00,NH-007
SL-0616,POINT (77.65179472863043 12.816466809828164),operational,250,2021-02-03,2023-03-27 12:00:00,NH-007
SL-0617,POINT (77.6574629360006 12.818895885344478),maintenance_required,250,2022-11-24,2024-08-01 12:00:00,NH-007
SL-0618,POINT (77.65426072370965 12.815356681813242),operational,250,2021-06-20,2025-01-31 12:00:00,NH-007
SL-0619,POINT (77.68779903409862 12.82471639277871),operational,100,2020-07-29,2023-04-29 12:00:00,NH-008
SL-0620,POINT (77.6880003075833 12.820278334765652),operational,250,2016-11-12,2024-06-24 12:00:00,NH-008
SL-0621,POINT (77.69149492199834 12.821750713591477),operational,150,2018-02-21,2025-05-28 12:00:00,NH-008
SL-0622,POINT (77.68650414787501 12.820770287375934),operational,100,2022-04-06,2022-06-18 12:00:00,NH-008
SL-0623,POINT (77.68309747795955 12.814187673696823),operational,100,2025-03-15,2025-09-30 12:00:00,NH-008
SL-0624,POINT (77.68881181483417 12.82110677523431),operational,100,2020-05-26,2024-10-29 12:00:00,NH-008
SL-0625,POINT (77.68822867337572 12.823664903819848),operational,150,2020-09-12,2020-09-24 12:00:00,NH-008
SL-0626,POINT (77.6796439207347 12.826661734619387),operational,100,2019-05-19,2024-05-06 12:00:00,NH-008
SL-0627,POINT (77.68823383870745 12.812887753962002),operational,200,2018-08-13,2023-07-24 12:00:00,NH-008
SL-0628,POINT (77.6865972928823 12.823427834183105),operational,150,2025-02-14,2025-07-26 12:00:00,NH-008
SL-0629,POINT (77.69320666577013 12.817814885764806),operational,100,2020-05-11,2022-11-07 12:00:00,NH-008
SL-0630,POINT (77.68966169154601 12.818736039336466),operational,100,2017-03-04,2021-06-15 12:00:00,NH-008
SL-0631,POINT (77.69198029649893 12.821782082122208),maintenance_required,150,2021-12-21,2022-01-06 12:00:00,NH-008
SL-0632,POINT (77.69021381320456 12.821582567743897),operational,100,2020-07-17,2023-07-25 12:00:00,NH-008
SL-0633,POINT (77.69099812104758 12.813675403439072),operational,250,2016-10-17,2024-01-26 12:00:00,NH-008
SL-0634,POINT (77.69108061749897 12.81523150997302),operational,100,2021-03-07,2024-08-30 12:00:00,NH-008
SL-0635,POINT (77.69103090701776 12.820938335910732),operational,250,2024-02-03,2025-04-27 12:00:00,NH-008
SL-0636,POINT (77.69402321484843 12.819465816658122),operational,200,2016-04-30,2021-10-31 12:00:00,NH-008
SL-0637,POINT (77.6863327234156 12.821372753194932),maintenance_required,250,2021-11-21,2025-10-15 12:00:00,NH-008
SL-0638,POINT (77.68881315905067 12.823631291624878),faulty,200,2016-07-24,2019-07-05 12:00:00,NH-008
SL-0639,POINT (77.68432274218323 12.821762153138918),operational,200,2020-06-14,2025-06-18 12:00:00,NH-008
SL-0640,POINT (77.68134355690091 12.828004111895021),operational,150,2016-04-24,2025-05-12 12:00:00,NH-008
SL-0641,POINT (77.69208223242964 12.81957699282075),operational,250,2019-07-16,2023-05-04 12:00:00,NH-008
SL-0642,POINT (77.68049845932738 12.827976242233674),operational,250,2017-09-15,2019-10-03 12:00:00,NH-008
SL-0643,POINT (77.69123309184204 12.814659113539198),operational,150,2022-04-15,2022-06-17 12:00:00,NH-008
SL-0644,POINT (77.69535440256142 12.81642186738225),operational,250,2023-05-22,2024-03-29 12:00:00,NH-008
SL-0645,POINT (77.68516226681609 12.82366693399583),operational,100,2020-11-28,2023-01-23 12:00:00,NH-008
SL-0646,POINT (77.68477408516786 12.814822250024047),operational,200,2017-10-10,2018-04-11 12:00:00,NH-008
SL-0647,POINT (77.68250740953 12.826463249595255),operational,150,2019-04-20,2025-09-26 12:00:00,NH-008
SL-0648,POINT (77.68819375727014 12.825522898441157),operational,250,2024-02-18,2026-01-07 12:00:00,NH-008
SL-0649,POINT (77.69739405278091 12.816274794960584),operational,150,2023-05-24,2024-07-01 12:00:00,NH-008
SL-0650,POINT (77.69273217589839 12.816872838809894),operational,100,2024-08-25,2025-09-09 12:00:00,NH-008
SL-0651,POINT (77.6975661422002 12.810493244302291),operational,150,2018-09-12,2024-05-07 12:00:00,NH-008
SL-0652,POINT (77.68907726902593 12.824576983126152),operational,100,2018-03-18,2025-07-01 12:00:00,NH-008
SL-0653,POINT (77.68148712471239 12.824824062236722),operational,200,2024-06-24,2025-10-06 12:00:00,NH-008
SL-0654,POINT (77.69197589171993 12.821038744511673),operational,200,2018-10-18,2019-06-14 12:00:00,NH-008
SL-0655,POINT (77.68024849954215 12.830798256278655),operational,100,2025-01-22,2025-04-27 12:00:00,NH-008
SL-0656,POINT (77.69138568672881 12.822596293568711),operational,200,2018-01-17,2018-05-12 12:00:00,NH-008
SL-0657,POINT (77.68927673814075 12.82155716192659),operational,150,2022-11-05,2024-03-11 12:00:00,NH-008
SL-0658,POINT (77.68601425713075 12.827324355486796),operational,200,2022-12-30,2023-01-25 12:00:00,NH-008
SL-0659,POINT (77.69093065865007 12.8128929931759),operational,200,2024-02-10,2024-04-14 12:00:00,NH-008
SL-0660,POINT (77.69287075226889 12.815722030504965),operational,100,2020-03-20,2024-04-29 12:00:00,NH-008
SL-0661,POINT (77.69405861831565 12.816538126158642),operational,100,2016-07-09,2017-08-10 12:00:00,NH-008
SL-0662,POINT (77.69195717373292 12.821811392548506),operational,250,2021-11-02,2026-01-16 12:00:00,NH-008
SL-0663,POINT (77.68804432091282 12.820717465485885),operational,250,2022-10-02,2022-11-15 12:00:00,NH-008
SL-0664,POINT (77.68580687865716 12.823273471731405),operational,100,2024-08-09,2025-03-30 12:00:00,NH-008
SL-0665,POINT (77.68888957525492 12.818385964584866),operational,150,2019-10-22,2021-11-22 12:00:00,NH-008
SL-0666,POINT (77.68757821251877 12.823953535189856),operational,250,2022-09-02,2024-09-27 12:00:00,NH-008
SL-0667,POINT (77.69109183920129 12.815407309378127),operational,150,2020-01-01,2022-08-09 12:00:00,NH-008
SL-0668,POINT (77.69093788104347 12.823026782650732),maintenance_required,250,2019-01-23,2025-06-07 12:00:00,NH-008
SL-0669,POINT (77.69355227094323 12.813232283731454),operational,100,2016-06-20,2017-12-25 12:00:00,NH-008
SL-0670,POINT (77.68786907052333 12.824426045814956),operational,250,2025-03-03,2025-03-30 12:00:00,NH-008
SL-0671,POINT (77.68446756767611 12.822375261972235),operational,250,2020-11-21,2024-02-07 12:00:00,NH-008
SL-0672,POINT (77.69191503821797 12.82054933164005),operational,250,2022-06-16,2024-10-19 12:00:00,NH-008
SL-0673,POINT (77.68802627086795 12.813422398647086),operational,200,2020-11-20,2021-05-31 12:00:00,NH-008
SL-0674,POINT (77.68070964326112 12.831839235422752),faulty,150,2016-11-25,2023-05-23 12:00:00,NH-008
SL-0675,POINT (77.69509653202033 12.811230390525584),operational,150,2016-09-30,2020-11-06 12:00:00,NH-008
SL-0676,POINT (77.69736727916474 12.810411804920482),operational,250,2020-11-04,2025-02-08 12:00:00,NH-008
SL-0677,POINT (77.69384179867909 12.816652989664576),operational,200,2021-12-29,2024-01-03 12:00:00,NH-008
SL-0678,POINT (77.68783949159065 12.815301194785931),operational,100,2023-03-26,2023-04-07 12:00:00,NH-008
SL-0679,POINT (77.69282541457075 12.81876629900932),operational,250,2024-02-06,2024-05-06 12:00:00,NH-008
SL-0680,POINT (77.69479497231968 12.811135791159678),operational,200,2020-11-30,2024-05-05 12:00:00,NH-008
SL-0681,POINT (77.6900867380617 12.813612482098577),operational,200,2016-07-10,2019-04-29 12:00:00,NH-008
SL-0682,POINT (77.69729372244106 12.810333142727545),maintenance_required,200,2023-02-13,2023-06-30 12:00:00,NH-008
SL-0683,POINT (77.68920580556004 12.812706757442013),operational,200,2021-08-22,2024-09-15 12:00:00,NH-008
SL-0684,POINT (77.68602189831036 12.815081155491013),operational,150,2017-12-25,2025-09-08 12:00:00,NH-008
SL-0685,POINT (77.69239645857692 12.821911010036567),operational,150,2024-04-23,2024-09-10 12:00:00,NH-008
SL-0686,POINT (77.69150314328238 12.819512795026073),operational,150,2018-06-08,2019-05-22 12:00:00,NH-008
SL-0687,POINT (77.69171951012208 12.812878536085808),operational,150,2024-02-27,2025-07-23 12:00:00,NH-008
SL-0688,POINT (77.69004088123948 12.817498949964115),operational,250,2019-05-29,2022-08-06 12:00:00,NH-008
SL-0689,POINT (77.686962969926 12.820256246210374),operational,150,2023-03-17,2025-04-23 12:00:00,NH-008
SL-0690,POINT (77.68836523975368 12.82098537830996),operational,250,2021-06-07,2025-12-01 12:00:00,NH-008
SL-0691,POINT (77.68619426940522 12.827354345267429),faulty,100,2020-01-13,2024-11-17 12:00:00,NH-008
SL-0692,POINT (77.68423536843301 12.81374361096517),maintenance_required,100,2019-11-21,2024-11-14 12:00:00,NH-008
SL-0693,POINT (77.69142597843859 12.822476125482593),operational,250,2017-07-30,2025-07-03 12:00:00,NH-008
SL-0694,POINT (77.69446407060084 12.81697214007627),operational,150,2024-11-07,2025-02-01 12:00:00,NH-008
SL-0695,POINT (77.68941861445926 12.818243631356737),operational,100,2016-07-17,2025-04-13 12:00:00,NH-008
SL-0696,POINT (77.69366269131449 12.81719736460745),operational,200,2021-09-03,2022-01-07 12:00:00,NH-008
SL-0697,POINT (77.68252869153766 12.830521470256711),maintenance_required,200,2017-05-23,2025-08-29 12:00:00,NH-008
SL-0698,POINT (77.51595385894535 12.854157292190019),operational,200,2018-05-01,2025-07-14 12:00:00,NH-009
SL-0699,POINT (77.51366505900175 12.851089231400847),operational,250,2016-05-20,2025-04-09 12:00:00,NH-009
SL-0700,POINT (77.51954616675155 12.853148561390944),operational,150,2019-06-11,2025-04-02 12:00:00,NH-009
SL-0701,POINT (77.5154305333778 12.850526887018095),operational,150,2021-03-28,2023-02-25 12:00:00,NH-009
SL-0702,POINT (77.51546804777104 12.854673950881052),operational,100,2019-07-09,2022-04-30 12:00:00,NH-009
SL-0703,POINT (77.51546013537241 12.84986025294953),operational,100,2024-01-25,2024-12-10 12:00:00,NH-009
SL-0704,POINT (77.51617601831379 12.854039009334905),operational,250,2017-08-23,2022-08-18 12:00:00,NH-009
SL-0705,POINT (77.5155874844741 12.851604527932091),operational,100,2022-05-29,2022-08-02 12:00:00,NH-009
SL-0706,POINT (77.51297237510762 12.851892944978255),operational,200,2022-08-18,2023-08-15 12:00:00,NH-009
SL-0707,POINT (77.5196704818078 12.852911994557246),operational,250,2019-09-26,2025-05-15 12:00:00,NH-009
SL-0708,POINT (77.5133277536196 12.852783308463573),faulty,100,2016-08-11,2024-08-19 12:00:00,NH-009
SL-0709,POINT (77.51409396388931 12.85519522636266),faulty,200,2021-11-23,2024-11-10 12:00:00,NH-009
SL-0710,POINT (77.51585116965381 12.856135029753817),operational,100,2024-07-23,2025-03-22 12:00:00,NH-009
SL-0711,POINT (77.51605809565132 12.850033884830085),operational,250,2018-01-31,2020-11-11 12:00:00,NH-009
SL-0712,POINT (77.51725054333473 12.853611243715658),operational,250,2025-01-18,2025-05-18 12:00:00,NH-009
SL-0713,POINT (77.51818710943134 12.852293344358275),operational,150,2017-02-08,2021-04-04 12:00:00,NH-009
SL-0714,POINT (77.51407637947213 12.851539693727753),maintenance_required,100,2019-01-06,2021-06-26 12:00:00,NH-009
SL-0715,POINT (77.51615253028004 12.855428819342615),operational,150,2017-10-20,2021-08-09 12:00:00,NH-009
SL-0716,POINT (77.51788721139744 12.852437443761568),operational,250,2017-05-19,2017-06-04 12:00:00,NH-009
SL-0717,POINT (77.51634407263141 12.849110833404863),operational,150,2020-08-24,2024-12-12 12:00:00,NH-009
SL-0718,POINT (77.51547326788383 12.857475000047133),operational,100,2024-10-07,2025-04-24 12:00:00,NH-009
SL-0719,POINT (77.51474671787695 12.85607095733217),maintenance_required,150,2019-06-19,2024-08-11 12:00:00,NH-009
SL-0720,POINT (77.51309715801479 12.852566524845251),operational,250,2021-07-12,2025-09-26 12:00:00,NH-009
SL-0721,POINT (77.51653312534879 12.850648582150539),operational,100,2018-12-22,2019-07-31 12:00:00,NH-009
SL-0722,POINT (77.51366335447928 12.852791553210466),operational,100,2020-04-17,2022-02-08 12:00:00,NH-009
SL-0723,POINT (77.51441700439227 12.856066875824313),operational,100,2019-02-04,2021-05-27 12:00:00,NH-009
SL-0724,POINT (77.51484184037318 12.852723942957113),operational,150,2018-06-29,2024-02-19 12:00:00,NH-009
SL-0725,POINT (77.51458864429814 12.85150279628593),operational,150,2018-08-27,2019-08-23 12:00:00,NH-009
SL-0726,POINT (77.5154707264888 12.854924712765145),operational,100,2022-10-30,2023-09-08 12:00:00,NH-009
SL-0727,POINT (77.51385559146972 12.85222955429008),operational,200,2022-07-12,2025-11-12 12:00:00,NH-009
SL-0728,POINT (77.51294795140785 12.851494859522742),operational,200,2024-06-23,2025-02-03 12:00:00,NH-009
SL-0729,POINT (77.51667862364799 12.854341146149666),operational,100,2021-01-05,2021-09-22 12:00:00,NH-009
SL-0730,POINT (77.51546918259514 12.855522496831629),operational,150,2023-01-08,2025-06-27 12:00:00,NH-009
SL-0731,POINT (77.51479179003516 12.854884591147808),operational,250,2017-11-10,2021-03-26 12:00:00,NH-009
SL-0732,POINT (77.5144335956366 12.853735649782376),operational,150,2020-09-27,2025-10-31 12:00:00,NH-009
SL-0733,POINT (77.51451676135652 12.850549851744443),operational,200,2022-05-25,2025-09-20 12:00:00,NH-009
SL-0734,POINT (77.51646800571845 12.850333056615927),operational,200,2019-01-03,2026-02-09 12:00:00,NH-009
SL-0735,POINT (77.51501202289272 12.852095848237921),operational,200,2021-01-24,2024-03-13 12:00:00,NH-009
SL-0736,POINT (77.5154615824652 12.851925165730867),operational,200,2021-06-24,2025-09-09 12:00:00,NH-009
SL-0737,POINT (77.51554979294556 12.854021411564089),operational,250,2018-10-29,2022-01-28 12:00:00,NH-009
SL-0738,POINT (77.51473987510954 12.850643769265906),maintenance_required,250,2023-03-31,2024-04-13 12:00:00,NH-009
SL-0739,POINT (77.51606777762349 12.847593330379121),operational,250,2021-11-09,2023-08-06 12:00:00,NH-009
SL-0740,POINT (77.51475710779626 12.850017168664882),operational,100,2018-02-19,2022-12-31 12:00:00,NH-009
SL-0741,POINT (77.5155435452628 12.857183968470046),maintenance_required,150,2021-10-15,2023-05-13 12:00:00,NH-009
SL-0742,POINT (77.5158714000952 12.84858502628185),operational,100,2018-03-07,2023-10-23 12:00:00,NH-009
SL-0743,POINT (77.51408223956243 12.853035654595402),operational,200,2023-10-07,2023-10-08 12:00:00,NH-009
SL-0744,POINT (77.51430451572129 12.853415692648364),faulty,250,2019-06-01,2023-07-23 12:00:00,NH-009
SL-0745,POINT (77.51423845589116 12.853336037059252),operational,200,2019-01-13,2024-11-27 12:00:00,NH-009
SL-0746,POINT (77.51477365558368 12.8510838975888),operational,250,2020-07-13,2023-08-12 12:00:00,NH-009
