light_id,season,avg_temperature_c,rainfall_mm,failure_risk_score,predicted_failure_date
SL-1038,monsoon,28.84,184.61,0.83,2026-04-09
SL-1038,summer,35.31,33.07,0.6,2026-05-24
SL-1038,winter,23.39,18.5,0.29,
SL-1039,monsoon,25.6,193.47,0.91,2026-03-22
SL-1039,summer,36.93,28.78,0.72,2026-04-14
SL-1039,winter,24.65,7.33,0.53,2026-05-21
SL-1040,monsoon,28.58,223.96,0.86,2026-03-23
SL-1040,summer,34.87,24.4,0.73,2026-04-06
SL-1040,winter,23.54,8.34,0.49,
SL-1041,monsoon,28.25,172.83,0.99,
SL-1041,summer,37.24,20.27,0.84,
SL-1041,winter,21.24,12.61,0.41,
SL-1042,monsoon,29.2,165.91,0.87,2026-03-24
SL-1042,summer,33.93,32.79,0.66,2026-04-10
SL-1042,winter,18.16,9.49,0.51,2026-04-25
SL-1043,monsoon,28.24,200.39,0.9,2026-04-04
SL-1043,summer,36.18,24.41,0.7,2026-04-10
SL-1043,winter,22.2,10.23,0.32,
SL-1044,monsoon,26.0,210.45,0.99,2026-03-23
SL-1044,summer,36.91,31.77,0.8,2026-04-12
SL-1044,winter,19.3,15.76,0.46,
SL-1045,monsoon,28.61,205.46,0.99,2026-03-23
SL-1045,summer,35.47,33.48,0.73,2026-04-19
SL-1045,winter,22.29,12.4,0.41,
SL-1046,monsoon,25.21,186.39,0.91,2026-03-30
SL-1046,summer,36.46,20.63,0.74,2026-03-28
SL-1046,winter,19.3,11.17,0.5,
SL-1047,monsoon,27.0,177.61,0.87,2026-03-27
SL-1047,summer,32.47,32.42,0.76,2026-04-01
SL-1047,winter,20.63,7.53,0.44,
SL-1048,monsoon,25.69,163.89,0.94,2026-03-22
SL-1048,summer,34.8,27.84,0.66,2026-05-05
SL-1048,winter,20.84,9.63,0.44,
SL-1049,monsoon,27.05,233.93,0.93,2026-03-23
SL-1049,summer,33.9,35.97,0.81,2026-03-29
SL-1049,winter,19.77,16.05,0.41,
SL-1050,monsoon,29.57,190.63,0.98,2026-03-22
SL-1050,summer,35.16,31.03,0.71,2026-03-30
SL-1050,winter,22.88,7.82,0.5,
SL-1051,monsoon,27.0,175.46,0.99,2026-03-22
SL-1051,summer,37.85,24.18,0.69,2026-04-10
SL-1051,winter,23.78,6.32,0.49,
SL-1052,monsoon,27.0,208.68,0.98,2026-03-24
SL-1052,summer,37.11,18.14,0.84,2026-04-14
SL-1052,winter,18.49,6.01,0.47,
SL-1053,monsoon,29.25,155.69,0.91,2026-04-03
SL-1053,summer,36.22,27.21,0.81,2026-04-01
SL-1053,winter,18.92,8.19,0.49,
SL-1054,monsoon,25.08,181.27,0.96,2026-03-22
SL-1054,summer,34.05,21.38,0.78,2026-04-17
SL-1054,winter,22.11,5.33,0.46,
SL-1055,monsoon,26.39,235.05,0.86,2026-04-13
SL-1055,summer,34.3,22.16,0.68,2026-04-08
SL-1055,winter,24.46,9.28,0.42,
SL-1056,monsoon,25.66,233.88,0.99,2026-03-22
SL-1056,summer,33.41,28.55,0.81,2026-04-02
SL-1056,winter,23.65,19.12,0.52,2026-05-27
SL-1057,monsoon,25.93,249.74,0.82,2026-03-30
SL-1057,summer,36.74,38.16,0.7,2026-04-06
SL-1057,winter,18.89,9.94,0.42,
SL-1058,monsoon,26.33,178.73,0.84,2026-04-09
SL-1058,summer,33.82,30.97,0.71,2026-05-09
SL-1058,winter,23.47,14.05,0.48,
SL-1059,monsoon,25.74,245.9,0.95,2026-03-23
SL-1059,summer,35.16,38.0,0.68,2026-05-17
SL-1059,winter,21.6,12.29,0.43,
SL-1060,monsoon,29.35,162.31,0.92,2026-04-02
SL-1060,summer,36.58,35.22,0.72,2026-04-22
SL-1060,winter,23.2,9.4,0.28,
SL-1061,monsoon,26.63,228.62,0.95,2026-03-28
SL-1061,summer,32.14,39.57,0.76,2026-04-12
SL-1061,winter,19.36,7.32,0.55,2026-05-20
SL-1062,monsoon,27.19,232.77,0.78,2026-04-28
SL-1062,summer,33.85,31.6,0.59,2026-03-29
SL-1062,winter,23.87,17.84,0.27,
SL-1063,monsoon,26.03,204.91,0.96,2026-03-28
SL-1063,summer,32.85,29.54,0.85,2026-04-15
SL-1063,winter,19.16,14.06,0.36,
SL-1064,monsoon,25.0,157.45,0.99,2026-03-22
SL-1064,summer,32.79,38.53,0.83,2026-04-20
SL-1064,winter,19.71,5.34,0.46,
SL-1065,monsoon,27.08,205.99,0.89,2026-03-30
SL-1065,summer,32.06,39.84,0.66,2026-04-14
SL-1065,winter,23.14,5.49,0.41,
SL-1066,monsoon,29.17,151.62,0.95,2026-03-27
SL-1066,summer,34.27,22.86,0.64,2026-05-25
SL-1066,winter,18.11,18.32,0.28,
SL-1067,monsoon,27.35,171.23,0.95,2026-03-23
SL-1067,summer,34.92,38.71,0.66,2026-04-15
SL-1067,winter,24.02,8.37,0.46,
SL-1068,monsoon,26.43,237.87,0.87,2026-03-23
SL-1068,summer,32.49,27.96,0.73,2026-04-25
SL-1068,winter,23.84,5.26,0.54,2026-04-03
SL-1069,monsoon,26.85,156.56,0.99,
SL-1069,summer,33.43,35.03,0.77,
SL-1069,winter,20.25,7.73,0.4,
SL-1070,monsoon,28.05,237.42,0.91,2026-03-30
SL-1070,summer,33.98,36.28,0.56,2026-05-03
SL-1070,winter,22.83,15.36,0.28,
SL-1071,monsoon,28.95,220.77,0.95,2026-03-23
SL-1071,summer,34.61,18.02,0.82,2026-03-26
SL-1071,winter,23.2,15.12,0.35,
SL-1072,monsoon,29.05,199.38,0.83,2026-03-29
SL-1072,summer,37.93,36.72,0.68,2026-04-16
SL-1072,winter,18.37,19.41,0.35,
SL-1073,monsoon,27.35,171.58,0.99,2026-03-23
SL-1073,summer,34.19,18.56,0.79,2026-04-04
SL-1073,winter,23.08,6.71,0.5,
SL-1074,monsoon,27.95,213.54,0.97,2026-03-26
SL-1074,summer,36.8,28.57,0.74,2026-04-02
SL-1074,winter,20.47,16.04,0.48,
SL-1075,monsoon,25.46,168.32,0.99,2026-03-23
SL-1075,summer,36.68,19.21,0.71,2026-04-22
SL-1075,winter,20.23,14.15,0.53,2026-04-19
SL-1076,monsoon,29.96,183.82,0.9,2026-04-04
SL-1076,summer,32.59,30.73,0.75,2026-04-09
SL-1076,winter,23.59,18.93,0.48,
SL-1077,monsoon,29.8,208.14,0.99,2026-03-22
SL-1077,summer,33.99,24.36,0.78,2026-04-19
SL-1077,winter,18.12,11.41,0.5,
SL-1078,monsoon,27.33,215.84,0.89,2026-03-29
SL-1078,summer,34.04,23.68,0.77,2026-04-05
SL-1078,winter,23.84,10.94,0.37,
SL-1079,monsoon,28.1,241.95,0.91,
SL-1079,summer,32.91,15.56,0.66,
SL-1079,winter,19.26,15.21,0.53,
SL-1080,monsoon,25.51,184.97,0.88,2026-03-31
SL-1080,summer,34.2,17.79,0.7,2026-03-29
SL-1080,winter,22.95,8.29,0.3,
SL-1081,monsoon,28.58,229.0,0.9,
SL-1081,summer,36.05,27.36,0.66,
SL-1081,winter,21.27,13.97,0.44,
SL-1082,monsoon,26.08,172.33,0.93,2026-04-01
SL-1082,summer,34.66,21.57,0.69,2026-04-16
SL-1082,winter,22.93,6.78,0.48,
SL-1083,monsoon,25.08,189.99,0.92,2026-03-29
SL-1083,summer,32.97,33.93,0.65,2026-05-12
SL-1083,winter,24.64,9.23,0.37,
SL-1084,monsoon,29.37,191.86,0.94,2026-04-01
SL-1084,summer,36.46,23.81,0.83,2026-04-07
SL-1084,winter,19.37,13.4,0.37,
SL-1085,monsoon,26.23,162.71,0.9,2026-03-22
SL-1085,summer,35.09,36.13,0.78,2026-03-28
SL-1085,winter,24.92,5.46,0.48,
SL-1086,monsoon,28.12,245.91,0.92,
SL-1086,summer,37.52,22.48,0.82,
SL-1086,winter,18.3,16.46,0.49,
SL-1087,monsoon,29.69,240.46,0.99,2026-03-23
SL-1087,summer,35.24,32.28,0.67,2026-04-25
SL-1087,winter,21.93,13.94,0.47,
SL-1088,monsoon,28.66,199.97,0.85,2026-04-13
SL-1088,summer,33.56,38.48,0.72,2026-04-09
SL-1088,winter,21.67,11.15,0.31,
SL-1089,monsoon,29.13,174.9,0.99,2026-03-23
SL-1089,summer,35.99,22.8,0.79,2026-03-29
SL-1089,winter,21.1,18.47,0.45,
SL-1090,monsoon,26.53,217.39,0.99,2026-03-23
SL-1090,summer,34.27,38.94,0.8,2026-03-30
SL-1090,winter,24.42,10.97,0.37,
SL-1091,monsoon,26.56,160.28,0.99,2026-03-23
SL-1091,summer,36.62,35.79,0.77,2026-03-31
SL-1091,winter,24.91,12.58,0.35,
SL-1092,monsoon,29.57,212.08,0.77,2026-03-30
SL-1092,summer,32.25,27.53,0.72,2026-04-07
SL-1092,winter,22.09,12.62,0.29,
SL-1093,monsoon,26.7,160.29,0.92,2026-03-25
SL-1093,summer,34.08,31.43,0.61,2026-03-25
SL-1093,winter,19.46,9.93,0.25,
SL-1094,monsoon,27.12,214.26,0.97,2026-03-22
SL-1094,summer,36.87,37.05,0.82,2026-04-02
SL-1094,winter,21.21,14.18,0.41,
SL-1095,monsoon,28.65,181.42,0.95,2026-03-23
SL-1095,summer,37.03,24.23,0.86,2026-03-27
SL-1095,winter,20.62,18.15,0.59,2026-04-18
SL-1096,monsoon,29.75,233.77,0.78,2026-03-30
SL-1096,summer,35.62,24.54,0.63,2026-04-11
SL-1096,winter,22.31,10.89,0.37,
SL-1097,monsoon,27.02,239.92,0.86,2026-04-09
SL-1097,summer,34.15,28.15,0.67,2026-04-07
SL-1097,winter,21.86,7.21,0.37,
SL-1098,monsoon,28.15,199.24,0.99,2026-03-22
SL-1098,summer,33.21,25.22,0.81,2026-04-11
SL-1098,winter,21.05,5.74,0.5,
SL-1099,monsoon,25.43,186.58,0.99,2026-03-23
SL-1099,summer,34.03,31.88,0.85,2026-04-03
SL-1099,winter,20.61,15.53,0.44,
SL-1100,monsoon,27.72,152.22,0.97,
SL-1100,summer,34.19,20.47,0.8,
SL-1100,winter,21.5,14.89,0.49,
SL-1101,monsoon,29.7,168.17,0.99,2026-03-22
SL-1101,summer,33.2,35.48,0.79,2026-03-29
SL-1101,winter,22.62,10.24,0.51,2026-05-08
SL-1102,monsoon,26.6,155.85,0.94,2026-03-22
SL-1102,summer,36.99,26.81,0.82,2026-04-22
SL-1102,winter,21.71,16.15,0.39,
SL-1103,monsoon,25.96,246.27,0.99,2026-03-23
SL-1103,summer,33.08,21.43,0.7,2026-03-27
SL-1103,winter,22.71,14.86,0.55,2026-03-25
SL-1104,monsoon,28.28,202.37,0.86,2026-04-09
SL-1104,summer,34.66,26.96,0.64,2026-04-16
SL-1104,winter,24.03,16.99,0.39,
SL-1105,monsoon,26.1,203.35,0.82,2026-04-13
SL-1105,summer,35.36,34.02,0.62,2026-04-02
SL-1105,winter,19.55,11.03,0.29,
SL-1106,monsoon,25.23,248.25,0.99,2026-03-22
SL-1106,summer,34.4,36.88,0.74,2026-03-30
SL-1106,winter,20.87,14.66,0.4,
SL-1107,monsoon,28.28,231.86,0.99,2026-03-23
SL-1107,summer,37.23,39.92,0.82,2026-04-03
SL-1107,winter,24.99,10.64,0.37,
SL-1108,monsoon,25.18,194.49,0.99,2026-03-23
SL-1108,summer,35.7,21.48,0.94,2026-03-30
SL-1108,winter,24.41,10.82,0.63,2026-03-27
SL-1109,monsoon,28.1,174.51,0.95,
SL-1109,summer,36.82,34.47,0.84,
SL-1109,winter,24.2,6.55,0.5,
SL-1110,monsoon,29.99,195.94,0.99,2026-03-22
SL-1110,summer,37.01,34.71,0.66,2026-03-27
SL-1110,winter,20.49,10.53,0.44,
SL-1111,monsoon,27.92,204.57,0.84,2026-04-17
SL-1111,summer,35.52,39.47,0.62,2026-05-13
SL-1111,winter,22.15,10.41,0.31,
SL-1112,monsoon,25.08,176.82,0.92,2026-04-03
SL-1112,summer,33.43,29.37,0.76,2026-04-17
SL-1112,winter,21.83,11.41,0.46,
SL-1113,monsoon,25.15,180.11,0.96,2026-03-28
SL-1113,summer,37.21,26.68,0.77,2026-04-01
SL-1113,winter,23.04,5.88,0.47,
SL-1114,monsoon,26.09,238.64,0.99,
SL-1114,summer,35.16,33.17,0.66,
SL-1114,winter,19.49,7.13,0.36,
SL-1115,monsoon,25.75,215.79,0.95,2026-03-28
SL-1115,summer,33.73,22.18,0.72,2026-05-08
SL-1115,winter,23.35,16.61,0.43,
SL-1116,monsoon,27.17,163.37,0.97,2026-03-24
SL-1116,summer,34.59,29.32,0.89,2026-04-10
SL-1116,winter,24.77,18.83,0.55,2026-04-17
SL-1117,monsoon,29.36,228.49,0.92,2026-03-27
SL-1117,summer,32.38,33.7,0.74,2026-04-24
SL-1117,winter,21.94,8.8,0.4,
SL-1118,monsoon,29.04,167.13,0.85,2026-03-31
SL-1118,summer,33.13,29.51,0.61,2026-05-07
SL-1118,winter,24.0,18.15,0.36,
SL-1119,monsoon,28.37,189.92,0.77,2026-03-30
SL-1119,summer,35.58,39.56,0.55,2026-05-21
SL-1119,winter,20.11,14.42,0.43,
SL-1120,monsoon,28.91,248.23,0.94,2026-04-01
SL-1120,summer,37.73,26.39,0.71,2026-04-22
SL-1120,winter,22.91,19.4,0.47,
SL-1121,monsoon,29.6,193.46,0.78,2026-04-25
SL-1121,summer,33.63,31.62,0.66,2026-03-24
SL-1121,winter,24.23,8.27,0.32,
SL-1122,monsoon,29.59,171.28,0.93,2026-03-28
SL-1122,summer,32.37,26.39,0.77,2026-04-23
SL-1122,winter,23.8,10.71,0.44,
SL-1123,monsoon,29.66,190.64,0.99,2026-03-23
SL-1123,summer,32.92,37.63,0.68,2026-05-04
SL-1123,winter,20.61,19.92,0.41,
SL-1124,monsoon,25.15,192.97,0.96,2026-03-26
SL-1124,summer,32.46,33.46,0.68,2026-04-17
SL-1124,winter,20.54,12.26,0.39,
SL-1125,monsoon,26.18,156.69,0.97,2026-03-26
SL-1125,summer,36.16,25.08,0.7,2026-04-08
SL-1125,winter,18.77,6.45,0.42,
SL-1126,monsoon,28.69,200.31,0.99,2026-03-23
SL-1126,summer,34.18,33.87,0.66,2026-04-18
SL-1126,winter,18.75,5.58,0.53,2026-05-01
SL-1127,monsoon,26.79,231.47,0.97,2026-03-24
SL-1127,summer,37.34,33.63,0.86,2026-04-09
SL-1127,winter,22.68,7.52,0.48,
SL-1128,monsoon,25.74,240.53,0.99,2026-03-23
SL-1128,summer,34.17,30.42,0.8,2026-04-13
SL-1128,winter,23.24,16.65,0.49,
SL-1129,monsoon,29.04,194.26,0.89,2026-03-25
SL-1129,summer,37.23,37.68,0.81,2026-04-14
SL-1129,winter,21.97,16.04,0.37,
SL-1130,monsoon,27.01,249.92,0.81,2026-04-09
SL-1130,summer,37.85,28.78,0.65,2026-04-27
SL-1130,winter,23.74,19.67,0.29,
SL-1131,monsoon,26.93,192.81,0.99,2026-03-22
SL-1131,summer,35.05,33.66,0.84,2026-04-17
SL-1131,winter,22.35,19.38,0.45,
SL-1132,monsoon,27.55,153.34,0.88,2026-04-10
SL-1132,summer,37.02,31.89,0.75,2026-04-26
SL-1132,winter,19.84,12.73,0.53,2026-06-06
SL-1133,monsoon,25.47,247.42,0.85,2026-04-16
SL-1133,summer,37.64,20.27,0.71,2026-03-30
SL-1133,winter,23.86,6.64,0.52,2026-05-14
SL-1134,monsoon,25.06,189.6,0.9,2026-03-28
SL-1134,summer,32.2,31.61,0.68,2026-04-13
SL-1134,winter,22.79,9.06,0.38,
SL-1135,monsoon,26.43,217.3,0.89,2026-04-03
SL-1135,summer,33.63,15.61,0.77,2026-04-14
SL-1135,winter,19.73,19.37,0.47,
SL-1136,monsoon,28.75,207.65,0.97,2026-03-24
SL-1136,summer,35.11,33.53,0.77,2026-04-21
SL-1136,winter,24.64,17.92,0.36,
SL-1137,monsoon,28.9,211.83,0.93,2026-03-29
SL-1137,summer,35.81,23.36,0.66,2026-04-21
SL-1137,winter,23.17,17.5,0.41,
SL-1138,monsoon,29.43,159.35,0.85,2026-04-09
SL-1138,summer,32.4,17.89,0.78,2026-04-11
SL-1138,winter,22.62,12.14,0.42,
SL-1139,monsoon,25.41,203.25,0.99,2026-03-22
SL-1139,summer,36.97,39.27,0.69,2026-05-03
SL-1139,winter,24.37,8.56,0.38,
SL-1140,monsoon,28.88,167.36,0.8,2026-04-04
SL-1140,summer,34.24,15.94,0.59,2026-05-04
SL-1140,winter,22.77,12.89,0.27,
SL-1141,monsoon,26.59,181.18,0.93,2026-03-28
SL-1141,summer,35.75,24.01,0.69,2026-03-31
SL-1141,winter,18.06,17.79,0.48,
SL-1142,monsoon,25.61,219.05,0.88,2026-04-10
SL-1142,summer,35.94,33.84,0.58,2026-05-22
SL-1142,winter,22.53,18.39,0.32,
SL-1143,monsoon,27.7,166.02,0.82,2026-04-02
SL-1143,summer,32.23,38.5,0.77,2026-03-31
SL-1143,winter,24.83,7.69,0.44,
SL-1144,monsoon,26.58,173.62,0.83,2026-03-27
SL-1144,summer,35.28,30.33,0.61,2026-04-29
SL-1144,winter,21.55,11.67,0.39,
SL-1145,monsoon,26.8,228.58,0.89,2026-04-09
SL-1145,summer,34.77,35.7,0.77,2026-04-03
SL-1145,winter,20.88,15.27,0.51,2026-05-19
SL-1146,monsoon,29.96,215.88,0.93,2026-03-29
SL-1146,summer,33.15,20.49,0.61,2026-05-06
SL-1146,winter,23.6,7.7,0.34,
SL-1147,monsoon,25.28,197.14,0.94,2026-03-27
SL-1147,summer,33.76,18.38,0.68,2026-05-04
SL-1147,winter,19.13,16.86,0.42,
SL-1148,monsoon,25.31,167.22,0.82,2026-04-06
SL-1148,summer,33.61,38.57,0.7,2026-05-01
SL-1148,winter,19.44,15.49,0.45,
SL-1149,monsoon,25.42,220.85,0.87,2026-04-04
SL-1149,summer,37.4,22.79,0.63,2026-05-04
SL-1149,winter,20.98,12.32,0.45,
SL-1150,monsoon,27.02,155.44,0.99,2026-03-23
SL-1150,summer,32.85,35.48,0.72,2026-04-28
SL-1150,winter,20.71,9.2,0.51,2026-04-24
SL-1151,monsoon,26.8,206.38,0.95,2026-03-27
SL-1151,summer,37.08,20.37,0.83,2026-04-14
SL-1151,winter,23.45,9.66,0.53,2026-05-27
SL-1152,monsoon,27.3,192.11,0.99,2026-03-23
SL-1152,summer,36.87,16.62,0.76,2026-03-29
SL-1152,winter,20.95,11.1,0.52,2026-04-07
SL-1153,monsoon,26.35,232.47,0.96,2026-03-25
SL-1153,summer,36.68,18.56,0.73,2026-04-17
SL-1153,winter,23.29,8.28,0.49,
SL-1154,monsoon,25.59,183.77,0.99,2026-03-22
SL-1154,summer,37.4,29.48,0.78,2026-03-23
SL-1154,winter,22.05,9.07,0.43,
SL-1155,monsoon,27.27,196.02,0.88,2026-04-02
SL-1155,summer,37.7,36.39,0.62,2026-05-13
SL-1155,winter,20.77,5.32,0.44,
SL-1156,monsoon,25.69,180.71,0.97,2026-03-26
SL-1156,summer,35.45,15.09,0.65,2026-04-23
SL-1156,winter,22.73,18.72,0.37,
SL-1157,monsoon,26.19,156.69,0.99,2026-03-22
SL-1157,summer,37.8,30.32,0.94,2026-03-29
SL-1157,winter,20.47,10.42,0.63,2026-04-20
SL-1158,monsoon,29.29,175.65,0.9,2026-04-06
SL-1158,summer,36.08,39.34,0.77,2026-04-11
SL-1158,winter,21.07,13.09,0.48,
SL-1159,monsoon,26.89,217.11,0.85,2026-03-26
SL-1159,summer,34.62,17.91,0.66,2026-04-08
SL-1159,winter,20.45,18.51,0.37,
SL-1160,monsoon,26.15,225.1,0.99,2026-03-23
SL-1160,summer,32.48,20.11,0.68,2026-04-17
SL-1160,winter,21.17,13.05,0.49,
SL-1161,monsoon,29.71,230.46,0.85,2026-03-24
SL-1161,summer,33.42,31.28,0.59,2026-05-21
SL-1161,winter,22.56,10.76,0.34,
SL-1162,monsoon,29.49,210.49,0.88,2026-03-25
SL-1162,summer,36.92,18.72,0.74,2026-03-26
SL-1162,winter,23.83,15.99,0.36,
SL-1163,monsoon,29.43,217.46,0.97,2026-03-25
SL-1163,summer,34.5,28.54,0.83,2026-04-07
SL-1163,winter,18.82,10.14,0.39,
SL-1164,monsoon,28.12,227.78,0.87,2026-04-07
SL-1164,summer,32.19,34.89,0.71,2026-04-03
SL-1164,winter,19.53,19.43,0.41,
SL-1165,monsoon,26.82,154.32,0.99,2026-03-23
SL-1165,summer,33.77,27.3,0.84,2026-04-19
SL-1165,winter,23.97,18.46,0.49,
SL-1166,monsoon,27.39,233.66,0.99,2026-03-23
SL-1166,summer,37.03,27.46,0.71,2026-04-13
SL-1166,winter,19.4,12.67,0.39,
SL-1167,monsoon,25.73,198.28,0.91,2026-04-06
SL-1167,summer,34.36,39.03,0.83,2026-03-23
SL-1167,winter,23.14,12.68,0.39,
SL-1168,monsoon,27.58,150.56,0.93,2026-03-23
SL-1168,summer,35.8,27.82,0.74,2026-04-15
SL-1168,winter,23.56,6.65,0.44,
SL-1169,monsoon,29.97,236.49,0.82,2026-04-18
SL-1169,summer,36.6,23.74,0.65,2026-04-05
SL-1169,winter,24.74,7.21,0.31,
SL-1170,monsoon,29.91,210.59,0.93,2026-03-27
SL-1170,summer,37.81,16.64,0.73,2026-04-24
SL-1170,winter,19.24,14.75,0.34,
SL-1171,monsoon,28.25,213.81,0.87,2026-03-26
SL-1171,summer,34.87,16.29,0.84,2026-03-27
SL-1171,winter,23.4,11.44,0.41,
SL-1172,monsoon,25.46,198.94,0.85,2026-04-07
SL-1172,summer,33.15,24.43,0.8,2026-04-17
SL-1172,winter,22.55,16.64,0.5,
SL-1173,monsoon,25.3,176.49,0.9,2026-04-01
SL-1173,summer,34.67,37.31,0.77,2026-04-06
SL-1173,winter,18.65,14.15,0.4,
SL-1174,monsoon,25.5,169.43,0.79,2026-04-14
SL-1174,summer,33.12,17.33,0.6,2026-05-02
SL-1174,winter,23.69,5.77,0.31,
SL-1175,monsoon,28.55,188.34,0.91,2026-04-02
SL-1175,summer,34.61,34.32,0.68,2026-03-28
SL-1175,winter,18.98,8.07,0.39,
SL-1176,monsoon,29.06,219.0,0.94,2026-03-28
SL-1176,summer,37.98,18.54,0.75,2026-03-31
SL-1176,winter,19.32,5.67,0.28,
SL-1177,monsoon,28.32,207.77,0.99,2026-03-22
SL-1177,summer,36.58,37.93,0.79,2026-04-10
SL-1177,winter,24.14,7.01,0.52,2026-05-24
SL-1178,monsoon,29.65,228.6,0.96,2026-03-26
SL-1178,summer,33.41,19.82,0.66,2026-04-28
SL-1178,winter,24.7,18.84,0.47,
SL-1179,monsoon,27.51,241.34,0.95,2026-03-29
SL-1179,summer,33.39,24.75,0.7,2026-03-31
SL-1179,winter,21.05,8.05,0.42,
SL-1180,monsoon,26.67,192.9,0.93,2026-03-24
SL-1180,summer,34.19,29.12,0.74,2026-04-23
SL-1180,winter,20.92,6.96,0.45,
SL-1181,monsoon,26.25,194.01,0.96,2026-03-24
SL-1181,summer,34.76,39.68,0.8,2026-04-21
SL-1181,winter,19.0,9.53,0.44,
SL-1182,monsoon,25.98,209.95,0.97,2026-03-22
SL-1182,summer,33.31,15.12,0.84,2026-03-26
SL-1182,winter,19.37,16.95,0.51,2026-05-21
SL-1183,monsoon,28.43,222.92,0.95,2026-03-22
SL-1183,summer,36.92,34.1,0.64,2026-05-21
SL-1183,winter,19.73,16.84,0.44,
SL-1184,monsoon,28.31,161.84,0.9,2026-04-06
SL-1184,summer,34.5,26.61,0.7,2026-04-08
SL-1184,winter,18.1,15.5,0.35,
SL-1185,monsoon,28.79,185.49,0.97,2026-03-22
SL-1185,summer,33.07,37.3,0.73,2026-04-29
SL-1185,winter,21.19,18.37,0.44,
SL-1186,monsoon,25.67,186.6,0.98,2026-03-23
SL-1186,summer,33.16,22.89,0.63,2026-05-16
SL-1186,winter,22.15,10.82,0.45,
SL-1187,monsoon,25.38,241.02,0.97,2026-03-27
SL-1187,summer,33.07,31.55,0.73,2026-04-09
SL-1187,winter,21.46,13.98,0.5,
SL-1188,monsoon,26.42,157.61,0.99,2026-03-22
SL-1188,summer,33.37,28.51,0.86,2026-04-10
SL-1188,winter,22.65,19.27,0.48,
SL-1189,monsoon,25.99,234.25,0.76,2026-03-30
SL-1189,summer,37.44,28.22,0.69,2026-04-27
SL-1189,winter,21.06,5.99,0.39,
SL-1190,monsoon,27.71,158.65,0.88,2026-03-31
SL-1190,summer,36.95,21.69,0.73,2026-03-26
SL-1190,winter,21.99,6.63,0.4,
SL-1191,monsoon,27.44,195.48,0.9,2026-04-05
SL-1191,summer,37.92,26.94,0.74,2026-04-29
SL-1191,winter,19.78,18.16,0.58,2026-03-27
SL-1192,monsoon,26.4,190.48,0.99,2026-03-23
SL-1192,summer,36.08,27.91,0.81,2026-04-15
SL-1192,winter,22.1,8.06,0.57,2026-04-02
SL-1193,monsoon,27.7,156.12,0.84,2026-03-27
SL-1193,summer,37.6,16.16,0.59,2026-05-20
SL-1193,winter,23.97,13.0,0.27,
SL-1194,monsoon,28.48,199.39,0.93,2026-03-25
SL-1194,summer,32.91,27.5,0.79,2026-04-22
SL-1194,winter,21.87,16.37,0.5,
SL-1195,monsoon,27.03,186.95,0.93,2026-04-03
SL-1195,summer,33.47,16.36,0.6,2026-03-31
SL-1195,winter,19.64,16.53,0.28,
SL-1196,monsoon,26.57,248.4,0.94,2026-03-29
SL-1196,summer,32.22,17.73,0.74,2026-04-27
SL-1196,winter,19.86,14.05,0.46,
SL-1197,monsoon,27.07,238.22,0.99,2026-03-23
SL-1197,summer,35.92,39.9,0.83,2026-03-28
SL-1197,winter,19.58,19.9,0.43,
SL-1198,monsoon,25.3,173.33,0.98,2026-03-23
SL-1198,summer,36.12,33.32,0.83,2026-04-03
SL-1198,winter,19.98,19.37,0.48,
SL-1199,monsoon,28.74,227.64,0.95,2026-03-29
SL-1199,summer,35.4,26.72,0.75,2026-04-19
SL-1199,winter,19.63,14.24,0.33,
SL-1200,monsoon,28.16,157.08,0.99,2026-03-23
SL-1200,summer,34.53,17.46,0.72,2026-04-08
SL-1200,winter,21.02,19.23,0.44,
SL-1201,monsoon,27.77,161.36,0.89,2026-03-29
SL-1201,summer,36.16,21.24,0.66,2026-04-26
SL-1201,winter,22.83,13.82,0.37,
SL-1202,monsoon,26.87,159.55,0.92,2026-03-22
SL-1202,summer,37.36,34.65,0.81,2026-04-09
SL-1202,winter,21.28,6.17,0.51,2026-06-17
SL-1203,monsoon,28.04,159.72,0.99,2026-03-22
SL-1203,summer,36.69,25.59,0.84,2026-03-24
SL-1203,winter,18.06,10.76,0.48,
SL-1204,monsoon,26.13,247.37,0.99,2026-03-23
SL-1204,summer,33.49,36.35,0.71,2026-03-28
SL-1204,winter,22.7,11.72,0.45,
SL-1205,monsoon,29.73,239.3,0.99,2026-03-23
SL-1205,summer,37.98,35.81,0.69,2026-04-06
SL-1205,winter,20.5,19.43,0.36,
SL-1206,monsoon,25.11,199.37,0.78,2026-04-27
SL-1206,summer,32.88,22.04,0.71,2026-05-03
SL-1206,winter,19.2,19.2,0.28,
SL-1207,monsoon,25.76,154.08,0.99,2026-03-22
SL-1207,summer,32.93,28.93,0.8,2026-04-14
SL-1207,winter,18.59,11.9,0.42,
SL-1208,monsoon,27.21,191.29,0.89,2026-04-10
SL-1208,summer,37.51,36.45,0.71,2026-04-05
SL-1208,winter,22.64,9.52,0.47,
SL-1209,monsoon,25.28,220.53,0.92,2026-03-24
SL-1209,summer,32.86,38.02,0.71,2026-04-24
SL-1209,winter,21.3,16.45,0.47,
SL-1210,monsoon,25.6,196.69,0.99,2026-03-22
SL-1210,summer,34.73,20.56,0.71,2026-03-27
SL-1210,winter,24.45,13.23,0.48,
SL-1211,monsoon,25.9,174.36,0.89,2026-04-03
SL-1211,summer,33.98,28.33,0.68,2026-04-14
