light_id,grid_zone,avg_load_percent,outage_history_count
SL-0735,ZONE-A,70.52,0
SL-0736,ZONE-B,83.4,3
SL-0737,ZONE-C,69.21,1
SL-0738,ZONE-D,76.94,4
SL-0739,ZONE-E,73.82,2
SL-0740,ZONE-A,79.21,2
SL-0741,ZONE-B,84.33,5
SL-0742,ZONE-C,70.28,0
SL-0743,ZONE-D,75.86,4
SL-0744,ZONE-E,75.9,1
SL-0745,ZONE-A,78.48,2
SL-0746,ZONE-B,83.27,8
SL-0747,ZONE-C,65.82,2
SL-0748,ZONE-D,77.33,4
SL-0749,ZONE-E,75.96,3
SL-0750,ZONE-A,79.28,3
SL-0751,ZONE-B,84.7,4
SL-0752,ZONE-C,68.52,0
SL-0753,ZONE-D,82.19,5
SL-0754,ZONE-E,68.22,0
SL-0755,ZONE-A,74.17,2
SL-0756,ZONE-B,77.96,4
SL-0757,ZONE-C,66.27,1
SL-0758,ZONE-D,74.27,0
SL-0759,ZONE-E,70.98,2
SL-0760,ZONE-A,77.45,4
SL-0761,ZONE-B,80.05,5
SL-0762,ZONE-C,70.63,1
SL-0763,ZONE-D,76.98,2
SL-0764,ZONE-E,67.53,1
SL-0765,ZONE-A,74.84,1
SL-0766,ZONE-B,83.03,7
SL-0767,ZONE-C,67.97,2
SL-0768,ZONE-D,75.38,1
SL-0769,ZONE-E,73.45,1
SL-0770,ZONE-A,77.44,2
SL-0771,ZONE-B,80.97,6
SL-0772,ZONE-C,63.65,0
SL-0773,ZONE-D,77.37,2
SL-0774,ZONE-E,69.71,0
SL-0775,ZONE-A,72.63,2
SL-0776,ZONE-B,86.76,7
SL-0777,ZONE-C,67.7,0
SL-0778,ZONE-D,79.81,4
SL-0779,ZONE-E,66.63,2
SL-0780,ZONE-A,75.37,3
SL-0781,ZONE-B,79.15,2
SL-0782,ZONE-C,68.1,2
SL-0783,ZONE-D,79.82,1
SL-0784,ZONE-E,73.57,0
SL-0785,ZONE-A,79.93,2
SL-0786,ZONE-B,79.54,1
SL-0787,ZONE-C,72.29,1
SL-0788,ZONE-D,80.16,4
SL-0789,ZONE-E,74.22,0
SL-0790,ZONE-A,79.11,4
SL-0791,ZONE-B,78.94,3
SL-0792,ZONE-C,69.62,0
SL-0793,ZONE-D,73.39,0
SL-0794,ZONE-E,71.82,0
SL-0795,ZONE-A,74.38,1
SL-0796,ZONE-B,80.34,6
SL-0797,ZONE-C,70.55,1
SL-0798,ZONE-D,75.21,2
SL-0799,ZONE-E,67.61,0
SL-0800,ZONE-A,72.8,0
SL-0801,ZONE-B,80.25,8
SL-0802,ZONE-C,67.58,0
SL-0803,ZONE-D,73.49,0
SL-0804,ZONE-E,66.81,0
SL-0805,ZONE-A,74.13,1
SL-0806,ZONE-B,82.83,8
SL-0807,ZONE-C,68.59,0
SL-0808,ZONE-D,74.34,1
SL-0809,ZONE-E,68.53,1
SL-0810,ZONE-A,77.27,3
SL-0811,ZONE-B,82.81,6
SL-0812,ZONE-C,67.28,1
SL-0813,ZONE-D,77.75,4
SL-0814,ZONE-E,67.69,2
SL-0815,ZONE-A,74.13,1
SL-0816,ZONE-B,86.64,8
SL-0817,ZONE-C,72.76,2
SL-0818,ZONE-D,79.5,2
SL-0819,ZONE-E,75.26,4
SL-0820,ZONE-A,70.79,0
SL-0821,ZONE-B,80.84,3
SL-0822,ZONE-C,63.16,1
SL-0823,ZONE-D,74.9,1
SL-0824,ZONE-E,66.97,0
SL-0825,ZONE-A,72.8,2
SL-0826,ZONE-B,86.8,7
SL-0827,ZONE-C,70.62,2
SL-0828,ZONE-D,76.91,2
SL-0829,ZONE-E,75.85,3
SL-0830,ZONE-A,75.79,2
SL-0831,ZONE-B,85.63,3
SL-0832,ZONE-C,68.94,2
SL-0833,ZONE-D,79.76,4
SL-0834,ZONE-E,67.11,0
SL-0835,ZONE-A,77.82,1
SL-0836,ZONE-B,79.43,3
SL-0837,ZONE-C,71.82,0
SL-0838,ZONE-D,80.77,4
SL-0839,ZONE-E,73.48,2
SL-0840,ZONE-A,76.57,4
SL-0841,ZONE-B,84.23,4
SL-0842,ZONE-C,70.67,2
SL-0843,ZONE-D,78.9,3
SL-0844,ZONE-E,75.05,2
SL-0845,ZONE-A,73.27,0
SL-0846,ZONE-B,86.73,6
SL-0847,ZONE-C,72.19,0
SL-0848,ZONE-D,76.75,1
SL-0849,ZONE-E,66.61,1
SL-0850,ZONE-A,78.92,4
SL-0851,ZONE-B,82.11,4
SL-0852,ZONE-C,65.99,2
SL-0853,ZONE-D,76.86,4
SL-0854,ZONE-E,69.2,1
SL-0855,ZONE-A,72.74,1
SL-0856,ZONE-B,84.01,8
SL-0857,ZONE-C,69.33,2
SL-0858,ZONE-D,82.2,5
SL-0859,ZONE-E,69.21,0
SL-0860,ZONE-A,72.92,2
SL-0861,ZONE-B,77.38,2
SL-0862,ZONE-C,67.32,0
SL-0863,ZONE-D,76.31,1
SL-0864,ZONE-E,69.74,1
SL-0865,ZONE-A,75.28,2
SL-0866,ZONE-B,82.32,8
SL-0867,ZONE-C,68.07,2
SL-0868,ZONE-D,81.21,6
SL-0869,ZONE-E,75.52,4
SL-0870,ZONE-A,77.38,3
SL-0871,ZONE-B,79.02,2
SL-0872,ZONE-C,64.77,2
SL-0873,ZONE-D,75.01,3
SL-0874,ZONE-E,67.18,0
SL-0875,ZONE-A,71.0,0
SL-0876,ZONE-B,86.62,8
SL-0877,ZONE-C,70.4,1
SL-0878,ZONE-D,77.16,4
SL-0879,ZONE-E,68.45,2
SL-0880,ZONE-A,79.8,1
SL-0881,ZONE-B,84.05,7
SL-0882,ZONE-C,67.63,0
SL-0883,ZONE-D,76.72,4
SL-0884,ZONE-E,70.87,0
SL-0885,ZONE-A,73.68,2
SL-0886,ZONE-B,83.65,5
SL-0887,ZONE-C,63.65,0
SL-0888,ZONE-D,74.76,2
SL-0889,ZONE-E,72.46,2
SL-0890,ZONE-A,72.4,2
SL-0891,ZONE-B,83.14,6
SL-0892,ZONE-C,70.44,1
SL-0893,ZONE-D,77.49,2
SL-0894,ZONE-E,70.45,0
SL-0895,ZONE-A,78.48,3
SL-0896,ZONE-B,81.5,8
SL-0897,ZONE-C,66.43,2
SL-0898,ZONE-D,75.73,4
SL-0899,ZONE-E,67.94,0
SL-0900,ZONE-A,78.83,2
SL-0901,ZONE-B,85.52,4
SL-0902,ZONE-C,64.09,0
SL-0903,ZONE-D,74.5,0
SL-0904,ZONE-E,69.34,2
SL-0905,ZONE-A,75.18,4
SL-0906,ZONE-B,82.42,6
SL-0907,ZONE-C,68.64,0
SL-0908,ZONE-D,78.15,4
SL-0909,ZONE-E,69.79,2
SL-0910,ZONE-A,72.12,1
SL-0911,ZONE-B,85.66,5
SL-0912,ZONE-C,66.62,0
SL-0913,ZONE-D,76.38,2
SL-0914,ZONE-E,70.49,1
SL-0915,ZONE-A,76.98,2
SL-0916,ZONE-B,77.52,1
SL-0917,ZONE-C,72.04,2
SL-0918,ZONE-D,79.14,2
SL-0919,ZONE-E,66.4,0
SL-0920,ZONE-A,74.33,1
SL-0921,ZONE-B,86.45,7
SL-0922,ZONE-C,69.64,2
SL-0923,ZONE-D,80.81,4
SL-0924,ZONE-E,74.45,1
SL-0925,ZONE-A,71.97,2
SL-0926,ZONE-B,83.55,3
SL-0927,ZONE-C,65.02,2
SL-0928,ZONE-D,81.21,7
SL-0929,ZONE-E,73.97,2
SL-0930,ZONE-A,71.32,0
SL-0931,ZONE-B,78.22,4
SL-0932,ZONE-C,65.16,0
SL-0933,ZONE-D,74.74,1
SL-0934,ZONE-E,66.2,2
SL-0935,ZONE-A,78.38,1
SL-0936,ZONE-B,77.26,2
SL-0937,ZONE-C,63.38,0
SL-0938,ZONE-D,82.65,3
SL-0939,ZONE-E,67.16,0
SL-0940,ZONE-A,71.79,1
SL-0941,ZONE-B,86.38,3
SL-0942,ZONE-C,63.68,1
SL-0943,ZONE-D,77.31,4
SL-0944,ZONE-E,66.74,2
SL-0945,ZONE-A,77.47,4
SL-0946,ZONE-B,81.67,8
SL-0947,ZONE-C,64.23,1
SL-0948,ZONE-D,80.03,3
SL-0949,ZONE-E,72.13,0
SL-0950,ZONE-A,75.42,3
SL-0951,ZONE-B,84.6,8
SL-0952,ZONE-C,63.5,0
SL-0953,ZONE-D,74.88,2
SL-0954,ZONE-E,74.12,1
SL-0955,ZONE-A,78.34,2
SL-0956,ZONE-B,77.44,4
SL-0957,ZONE-C,66.48,2
SL-0958,ZONE-D,76.24,2
SL-0959,ZONE-E,73.3,1
SL-0960,ZONE-A,72.66,0
SL-0961,ZONE-B,79.96,4
SL-0962,ZONE-C,68.4,2
SL-0963,ZONE-D,78.5,4
SL-0964,ZONE-E,70.49,0
SL-0965,ZONE-A,79.72,2
SL-0966,ZONE-B,85.53,5
SL-0967,ZONE-C,63.3,2
SL-0968,ZONE-D,79.1,4
SL-0969,ZONE-E,74.87,2
SL-0970,ZONE-A,77.7,1
SL-0971,ZONE-B,82.18,7
SL-0972,ZONE-C,64.43,0
SL-0973,ZONE-D,75.38,4
SL-0974,ZONE-E,67.63,0
SL-0975,ZONE-A,71.07,0
SL-0976,ZONE-B,79.98,1
SL-0977,ZONE-C,66.14,2
SL-0978,ZONE-D,79.2,2
SL-0979,ZONE-E,75.86,3
SL-0980,ZONE-A,74.45,0
SL-0981,ZONE-B,79.26,2
SL-0982,ZONE-C,68.59,2
SL-0983,ZONE-D,83.0,8
SL-0984,ZONE-E,67.1,2
SL-0985,ZONE-A,79.81,3
SL-0986,ZONE-B,79.12,3
SL-0987,ZONE-C,63.71,1
SL-0988,ZONE-D,80.11,7
SL-0989,ZONE-E,67.77,2
SL-0990,ZONE-A,71.67,0
SL-0991,ZONE-B,80.55,3
SL-0992,ZONE-C,71.15,1
SL-0993,ZONE-D,76.45,2
SL-0994,ZONE-E,73.8,1
SL-0995,ZONE-A,75.91,4
SL-0996,ZONE-B,83.88,6
SL-0997,ZONE-C,63.71,1
SL-0998,ZONE-D,73.67,0
SL-0999,ZONE-E,70.36,1
SL-1000,ZONE-A,77.99,3
SL-1001,ZONE-B,86.65,3
SL-1002,ZONE-C,64.06,2
SL-1003,ZONE-D,77.77,2
SL-1004,ZONE-E,71.13,1
SL-1005,ZONE-A,76.62,1
SL-1006,ZONE-B,86.01,6
SL-1007,ZONE-C,68.98,1
SL-1008,ZONE-D,75.23,1
SL-1009,ZONE-E,75.21,3
SL-1010,ZONE-A,74.42,1
SL-1011,ZONE-B,84.65,5
SL-1012,ZONE-C,67.16,1
SL-1013,ZONE-D,82.24,6
SL-1014,ZONE-E,74.31,0
SL-1015,ZONE-A,72.7,1
SL-1016,ZONE-B,82.21,8
SL-1017,ZONE-C,69.02,0
SL-1018,ZONE-D,78.11,2
SL-1019,ZONE-E,75.23,2
SL-1020,ZONE-A,78.97,4
SL-1021,ZONE-B,83.84,5
SL-1022,ZONE-C,67.2,2
SL-1023,ZONE-D,77.44,3
SL-1024,ZONE-E,70.01,1
SL-1025,ZONE-A,73.37,0
SL-1026,ZONE-B,79.81,3
SL-1027,ZONE-C,71.69,0
SL-1028,ZONE-D,77.3,2
SL-1029,ZONE-E,75.12,1
SL-1030,ZONE-A,71.68,1
SL-1031,ZONE-B,85.71,6
SL-1032,ZONE-C,65.32,2
SL-1033,ZONE-D,81.07,4
SL-1034,ZONE-E,68.59,2
SL-1035,ZONE-A,77.58,1
SL-1036,ZONE-B,79.08,4
SL-1037,ZONE-C,71.14,0
SL-1038,ZONE-D,73.16,1
SL-1039,ZONE-E,68.5,2
SL-1040,ZONE-A,79.63,4
SL-1041,ZONE-B,86.61,4
SL-1042,ZONE-C,70.54,1
SL-1043,ZONE-D,82.73,8
SL-1044,ZONE-E,70.99,2
SL-1045,ZONE-A,76.95,4
SL-1046,ZONE-B,85.65,6
SL-1047,ZONE-C,64.26,0
SL-1048,ZONE-D,79.55,3
SL-1049,ZONE-E,75.94,3
SL-1050,ZONE-A,70.18,2
SL-1051,ZONE-B,84.9,5
SL-1052,ZONE-C,67.08,1
SL-1053,ZONE-D,78.78,3
SL-1054,ZONE-E,74.61,1
SL-1055,ZONE-A,70.38,0
SL-1056,ZONE-B,86.99,6
SL-1057,ZONE-C,65.55,1
SL-1058,ZONE-D,77.08,3
SL-1059,ZONE-E,72.98,1
SL-1060,ZONE-A,78.17,4
SL-1061,ZONE-B,85.18,3
SL-1062,ZONE-C,66.2,1
SL-1063,ZONE-D,74.94,0
SL-1064,ZONE-E,74.84,2
SL-1065,ZONE-A,71.35,1
SL-1066,ZONE-B,84.59,8
SL-1067,ZONE-C,69.18,0
SL-1068,ZONE-D,74.04,2
SL-1069,ZONE-E,66.99,0
SL-1070,ZONE-A,78.25,4
SL-1071,ZONE-B,83.72,5
SL-1072,ZONE-C,66.93,0
SL-1073,ZONE-D,75.57,3
SL-1074,ZONE-E,72.35,2
SL-1075,ZONE-A,70.77,0
SL-1076,ZONE-B,83.95,7
SL-1077,ZONE-C,63.28,0
SL-1078,ZONE-D,74.73,1
SL-1079,ZONE-E,72.1,2
SL-1080,ZONE-A,70.38,0
SL-1081,ZONE-B,81.04,5
SL-1082,ZONE-C,72.75,1
SL-1083,ZONE-D,81.89,8
SL-1084,ZONE-E,69.05,2
SL-1085,ZONE-A,71.65,2
SL-1086,ZONE-B,86.9,5
SL-1087,ZONE-C,71.75,2
SL-1088,ZONE-D,75.54,2
SL-1089,ZONE-E,72.23,0
SL-1090,ZONE-A,78.16,2
SL-1091,ZONE-B,85.95,4
SL-1092,ZONE-C,67.98,2
SL-1093,ZONE-D,73.91,2
SL-1094,ZONE-E,72.25,0
SL-1095,ZONE-A,74.48,1
SL-1096,ZONE-B,81.1,7
SL-1097,ZONE-C,67.45,0
SL-1098,ZONE-D,77.9,3
SL-1099,ZONE-E,66.54,1
SL-1100,ZONE-A,78.28,3
SL-1101,ZONE-B,81.96,4
SL-1102,ZONE-C,72.97,0
SL-1103,ZONE-D,82.01,8
SL-1104,ZONE-E,67.0,0
SL-1105,ZONE-A,75.4,3
SL-1106,ZONE-B,82.83,4
SL-1107,ZONE-C,72.53,0
SL-1108,ZONE-D,82.83,8
SL-1109,ZONE-E,70.3,2
SL-1110,ZONE-A,78.6,3
SL-1111,ZONE-B,78.69,2
SL-1112,ZONE-C,67.0,0
SL-1113,ZONE-D,81.84,3
SL-1114,ZONE-E,66.23,2
SL-1115,ZONE-A,77.06,1
SL-1116,ZONE-B,79.22,2
SL-1117,ZONE-C,69.56,1
SL-1118,ZONE-D,73.84,1
SL-1119,ZONE-E,72.74,1
SL-1120,ZONE-A,76.22,1
SL-1121,ZONE-B,83.65,6
SL-1122,ZONE-C,66.21,2
SL-1123,ZONE-D,75.93,1
SL-1124,ZONE-E,66.09,0
SL-1125,ZONE-A,70.92,0
SL-1126,ZONE-B,80.83,5
SL-1127,ZONE-C,67.75,1
SL-1128,ZONE-D,75.18,3
SL-1129,ZONE-E,68.63,2
SL-1130,ZONE-A,78.32,2
SL-1131,ZONE-B,80.65,5
SL-1132,ZONE-C,69.94,0
SL-1133,ZONE-D,73.6,2
SL-1134,ZONE-E,75.36,4
SL-1135,ZONE-A,73.67,2
SL-1136,ZONE-B,80.28,8
SL-1137,ZONE-C,68.69,0
SL-1138,ZONE-D,73.98,2
SL-1139,ZONE-E,73.28,0
SL-1140,ZONE-A,72.91,2
SL-1141,ZONE-B,86.83,4
SL-1142,ZONE-C,65.08,1
SL-1143,ZONE-D,80.46,6
SL-1144,ZONE-E,68.02,2
SL-1145,ZONE-A,77.23,1
SL-1146,ZONE-B,81.4,3
SL-1147,ZONE-C,65.65,1
SL-1148,ZONE-D,78.25,2
SL-1149,ZONE-E,69.18,1
SL-1150,ZONE-A,73.63,1
SL-1151,ZONE-B,81.94,5
SL-1152,ZONE-C,67.17,0
SL-1153,ZONE-D,75.85,2
SL-1154,ZONE-E,72.16,2
SL-1155,ZONE-A,72.23,1
SL-1156,ZONE-B,83.45,6
SL-1157,ZONE-C,67.19,0
SL-1158,ZONE-D,81.95,4
SL-1159,ZONE-E,75.21,1
SL-1160,ZONE-A,79.91,2
SL-1161,ZONE-B,84.45,7
SL-1162,ZONE-C,65.24,1
SL-1163,ZONE-D,81.72,3
SL-1164,ZONE-E,69.06,0
SL-1165,ZONE-A,75.67,4
SL-1166,ZONE-B,79.01,3
SL-1167,ZONE-C,68.68,0
SL-1168,ZONE-D,76.96,3
SL-1169,ZONE-E,75.37,2
SL-1170,ZONE-A,79.1,4
SL-1171,ZONE-B,83.95,4
SL-1172,ZONE-C,68.49,1
SL-1173,ZONE-D,80.9,7
SL-1174,ZONE-E,67.67,1
SL-1175,ZONE-A,75.86,4
SL-1176,ZONE-B,86.27,8
SL-1177,ZONE-C,71.46,2
SL-1178,ZONE-D,78.06,4
SL-1179,ZONE-E,72.67,1
SL-1180,ZONE-A,79.29,2
SL-1181,ZONE-B,84.19,7
SL-1182,ZONE-C,66.05,1
SL-1183,ZONE-D,82.46,4
SL-1184,ZONE-E,69.72,1
SL-1185,ZONE-A,73.03,1
SL-1186,ZONE-B,86.32,4
SL-1187,ZONE-C,66.78,0
SL-1188,ZONE-D,77.65,2
SL-1189,ZONE-E,71.13,2
SL-1190,ZONE-A,75.06,2
SL-1191,ZONE-B,80.27,6
SL-1192,ZONE-C,63.88,0
SL-1193,ZONE-D,77.88,3
SL-1194,ZONE-E,73.7,2
SL-1195,ZONE-A,73.59,1
SL-1196,ZONE-B,83.1,3
SL-1197,ZONE-C,66.91,0
SL-1198,ZONE-D,79.69,1
SL-1199,ZONE-E,68.11,1
SL-1200,ZONE-A,79.89,2
SL-1201,ZONE-B,77.99,3
SL-1202,ZONE-C,66.26,0
SL-1203,ZONE-D,78.53,3
SL-1204,ZONE-E,75.71,3
SL-1205,ZONE-A,71.4,2
SL-1206,ZONE-B,86.69,8
SL-1207,ZONE-C,72.85,1
SL-1208,ZONE-D,81.47,5
SL-1209,ZONE-E,66.66,1
SL-1210,ZONE-A,71.8,0
SL-1211,ZONE-B,86.48,4
SL-1212,ZONE-C,66.02,0
SL-1213,ZONE-D,78.43,3
SL-1214,ZONE-E,75.13,2
SL-1215,ZONE-A,77.28,3
SL-1216,ZONE-B,82.1,7
SL-1217,ZONE-C,69.59,0
SL-1218,ZONE-D,79.2,2
SL-1219,ZONE-E,73.73,0
SL-1220,ZONE-A,77.75,3
SL-1221,ZONE-B,81.57,4
SL-1222,ZONE-C,70.95,2
SL-1223,ZONE-D,82.5,5
SL-1224,ZONE-E,75.5,1
SL-1225,ZONE-A,77.95,2
SL-1226,ZONE-B,78.94,1
SL-1227,ZONE-C,71.36,1
SL-1228,ZONE-D,74.55,1
SL-1229,ZONE-E,75.7,3
SL-1230,ZONE-A,79.81,2
SL-1231,ZONE-B,79.13,1
SL-1232,ZONE-C,68.54,0
SL-1233,ZONE-D,79.82,3
SL-1234,ZONE-E,71.35,0
SL-1235,ZONE-A,79.17,3
SL-1236,ZONE-B,81.08,4
SL-1237,ZONE-C,70.51,2
SL-1238,ZONE-D,80.78,4
SL-1239,ZONE-E,66.6,0
SL-1240,ZONE-A,72.05,0
SL-1241,ZONE-B,85.31,7
SL-1242,ZONE-C,71.81,0
SL-1243,ZONE-D,77.12,2
SL-1244,ZONE-E,67.95,1
SL-1245,ZONE-A,73.86,2
SL-1246,ZONE-B,83.12,3
SL-1247,ZONE-C,68.99,0
SL-1248,ZONE-D,73.14,2
SL-1249,ZONE-E,75.49,2
SL-1250,ZONE-A,75.21,1
SL-1251,ZONE-B,84.56,6
SL-1252,ZONE-C,69.83,2
SL-1253,ZONE-D,76.16,4
SL-1254,ZONE-E,67.17,1
SL-1255,ZONE-A,78.85,1
SL-1256,ZONE-B,79.7,4
SL-1257,ZONE-C,63.08,2
SL-1258,ZONE-D,82.2,8
SL-1259,ZONE-E,68.09,0
SL-1260,ZONE-A,73.06,2
SL-1261,ZONE-B,84.42,6
SL-1262,ZONE-C,63.77,0
SL-1263,ZONE-D,79.81,3
SL-1264,ZONE-E,74.61,2
SL-1265,ZONE-A,76.55,3
SL-1266,ZONE-B,77.87,3
SL-1267,ZONE-C,68.87,1
SL-1268,ZONE-D,73.82,2
SL-1269,ZONE-E,68.88,2
SL-1270,ZONE-A,77.69,3
SL-1271,ZONE-B,84.78,4
SL-1272,ZONE-C,70.15,0
SL-1273,ZONE-D,75.08,4
SL-1274,ZONE-E,71.53,0
SL-1275,ZONE-A,73.79,2
SL-1276,ZONE-B,78.84,1
SL-1277,ZONE-C,68.84,0
SL-1278,ZONE-D,76.28,3
SL-1279,ZONE-E,75.24,3
SL-1280,ZONE-A,75.78,4
SL-1281,ZONE-B,77.34,1
SL-1282,ZONE-C,69.04,0
SL-1283,ZONE-D,80.86,3
SL-1284,ZONE-E,71.32,0
SL-1285,ZONE-A,77.19,3
SL-1286,ZONE-B,81.87,7
SL-1287,ZONE-C,68.23,1
SL-1288,ZONE-D,73.17,1
SL-1289,ZONE-E,72.92,1
SL-1290,ZONE-A,71.15,1
SL-1291,ZONE-B,82.27,8
SL-1292,ZONE-C,70.43,1
SL-1293,ZONE-D,81.0,7
SL-1294,ZONE-E,74.06,2
SL-1295,ZONE-A,77.65,2
SL-1296,ZONE-B,82.55,7
SL-1297,ZONE-C,64.15,0
SL-1298,ZONE-D,80.08,4
SL-1299,ZONE-E,68.24,1
SL-1300,ZONE-A,77.75,2
SL-1301,ZONE-B,78.25,1
SL-1302,ZONE-C,67.44,0
SL-1303,ZONE-D,78.65,3
SL-1304,ZONE-E,69.17,2
SL-1305,ZONE-A,78.82,2
SL-1306,ZONE-B,80.18,4
SL-1307,ZONE-C,63.82,1
SL-1308,ZONE-D,79.6,4
SL-1309,ZONE-E,72.27,2
SL-1310,ZONE-A,74.34,0
SL-1311,ZONE-B,85.39,7
SL-1312,ZONE-C,67.07,2
SL-1313,ZONE-D,78.11,1
SL-1314,ZONE-E,73.93,1
SL-1315,ZONE-A,71.32,2
SL-1316,ZONE-B,83.8,4
SL-1317,ZONE-C,71.24,0
SL-1318,ZONE-D,80.49,4
SL-1319,ZONE-E,68.17,1
SL-1320,ZONE-A,72.33,0
SL-1321,ZONE-B,81.12,8
SL-1322,ZONE-C,64.39,1
SL-1323,ZONE-D,74.84,0
SL-1324,ZONE-E,67.13,1
SL-1325,ZONE-A,78.8,3
SL-1326,ZONE-B,82.59,3
SL-1327,ZONE-C,71.77,0
SL-1328,ZONE-D,76.31,2
SL-1329,ZONE-E,67.11,1
SL-1330,ZONE-A,72.32,0
SL-1331,ZONE-B,82.86,4
SL-1332,ZONE-C,63.53,1
SL-1333,ZONE-D,81.89,3
SL-1334,ZONE-E,68.89,1
SL-1335,ZONE-A,73.92,0
SL-1336,ZONE-B,85.83,4
SL-1337,ZONE-C,72.51,1
SL-1338,ZONE-D,81.77,5
SL-1339,ZONE-E,73.5,2
SL-1340,ZONE-A,77.92,2
SL-1341,ZONE-B,82.01,8
SL-1342,ZONE-C,66.17,2
SL-1343,ZONE-D,82.97,8
SL-1344,ZONE-E,75.02,4
SL-1345,ZONE-A,78.85,1
SL-1346,ZONE-B,84.9,3
SL-1347,ZONE-C,66.3,0
SL-1348,ZONE-D,73.52,1
SL-1349,ZONE-E,68.08,2
SL-1350,ZONE-A,77.13,2
SL-1351,ZONE-B,78.99,3
SL-1352,ZONE-C,72.33,2
SL-1353,ZONE-D,78.04,2
SL-1354,ZONE-E,72.96,1
SL-1355,ZONE-A,72.76,1
SL-1356,ZONE-B,80.37,3
SL-1357,ZONE-C,72.25,2
SL-1358,ZONE-D,77.01,2
SL-1359,ZONE-E,72.14,0
SL-1360,ZONE-A,79.52,3
SL-1361,ZONE-B,78.94,4
SL-1362,ZONE-C,66.68,0
SL-1363,ZONE-D,77.12,1
SL-1364,ZONE-E,75.99,1
SL-1365,ZONE-A,75.94,1
SL-1366,ZONE-B,86.13,4
SL-1367,ZONE-C,71.03,2
SL-1368,ZONE-D,77.89,4
SL-1369,ZONE-E,75.79,4
SL-1370,ZONE-A,76.68,4
SL-1371,ZONE-B,86.98,7
SL-1372,ZONE-C,69.4,2
SL-1373,ZONE-D,74.94,1
SL-1374,ZONE-E,69.51,2
SL-1375,ZONE-A,71.43,1
SL-1376,ZONE-B,81.47,7
SL-1377,ZONE-C,64.0,0
SL-1378,ZONE-D,74.4,0
SL-1379,ZONE-E,70.7,2
SL-1380,ZONE-A,79.34,2
SL-1381,ZONE-B,80.79,5
SL-1382,ZONE-C,65.5,0
SL-1383,ZONE-D,80.0,3
SL-1384,ZONE-E,74.99,0
SL-1385,ZONE-A,71.75,1
SL-1386,ZONE-B,77.86,1
SL-1387,ZONE-C,71.53,1
SL-1388,ZONE-D,82.81,8
SL-1389,ZONE-E,73.0,0
SL-1390,ZONE-A,71.15,0
SL-1391,ZONE-B,79.01,1
SL-1392,ZONE-C,72.69,2
SL-1393,ZONE-D,82.76,7
SL-1394,ZONE-E,73.08,0
SL-1395,ZONE-A,78.88,2
SL-1396,ZONE-B,80.19,3
SL-1397,ZONE-C,66.8,1
SL-1398,ZONE-D,77.13,2
SL-1399,ZONE-E,74.75,1
SL-1400,ZONE-A,72.94,2
SL-1401,ZONE-B,83.08,4
SL-1402,ZONE-C,67.75,1
SL-1403,ZONE-D,81.32,6
SL-1404,ZONE-E,69.86,2
SL-1405,ZONE-A,76.78,3
SL-1406,ZONE-B,80.61,8
SL-1407,ZONE-C,63.35,0
SL-1408,ZONE-D,73.9,2
SL-1409,ZONE-E,67.56,1
SL-1410,ZONE-A,78.77,3
SL-1411,ZONE-B,86.88,3
SL-1412,ZONE-C,72.31,1
SL-1413,ZONE-D,77.53,2
SL-1414,ZONE-E,70.09,0
SL-1415,ZONE-A,73.65,1
SL-1416,ZONE-B,79.08,4
SL-1417,ZONE-C,71.11,1
SL-1418,ZONE-D,75.9,4
SL-1419,ZONE-E,67.73,0
SL-1420,ZONE-A,74.85,0
SL-1421,ZONE-B,78.71,4
SL-1422,ZONE-C,67.88,1
SL-1423,ZONE-D,82.63,8
SL-1424,ZONE-E,70.96,2
SL-1425,ZONE-A,77.49,4
SL-1426,ZONE-B,77.8,4
SL-1427,ZONE-C,66.21,0
SL-1428,ZONE-D,76.27,4
SL-1429,ZONE-E,71.44,1
SL-1430,ZONE-A,78.65,3
SL-1431,ZONE-B,86.86,3
SL-1432,ZONE-C,63.99,1
SL-1433,ZONE-D,82.42,5
SL-1434,ZONE-E,69.5,1
SL-1435,ZONE-A,75.77,1
SL-1436,ZONE-B,84.46,7
SL-1437,ZONE-C,67.07,2
SL-1438,ZONE-D,78.82,4
SL-1439,ZONE-E,67.04,2
SL-1440,ZONE-A,78.38,3
SL-1441,ZONE-B,85.36,5
SL-1442,ZONE-C,64.78,1
SL-1443,ZONE-D,73.05,0
SL-1444,ZONE-E,69.57,2
SL-1445,ZONE-A,70.99,1
SL-1446,ZONE-B,86.86,6
SL-1447,ZONE-C,68.95,2
SL-1448,ZONE-D,82.13,8
SL-1449,ZONE-E,73.52,2
SL-1450,ZONE-A,75.4,1
SL-1451,ZONE-B,81.07,5
SL-1452,ZONE-C,70.6,1
SL-1453,ZONE-D,75.92,1
SL-1454,ZONE-E,67.73,0
SL-1455,ZONE-A,79.41,3
SL-1456,ZONE-B,86.03,8
SL-1457,ZONE-C,63.82,1
SL-1458,ZONE-D,76.03,3
SL-1459,ZONE-E,69.02,2
SL-1460,ZONE-A,72.34,2
SL-1461,ZONE-B,82.31,5
SL-1462,ZONE-C,69.47,1
SL-1463,ZONE-D,73.7,2
SL-1464,ZONE-E,67.95,1
SL-1465,ZONE-A,73.3,0
SL-1466,ZONE-B,78.55,3
SL-1467,ZONE-C,63.01,2
SL-1468,ZONE-D,75.17,4
SL-1469,ZONE-E,67.57,0
