light_id,season,avg_temperature_c,rainfall_mm,failure_risk_score,predicted_failure_date
SL-0688,summer,33.52,17.78,0.56,2025-12-06
SL-0688,winter,20.58,19.46,0.25,
SL-0689,monsoon,28.3,195.59,0.99,2025-12-03
SL-0689,summer,37.11,18.23,0.72,2025-12-23
SL-0689,winter,18.21,18.63,0.54,2026-02-14
SL-0690,monsoon,27.07,223.49,0.97,2025-12-04
SL-0690,summer,37.23,18.65,0.66,2026-01-11
SL-0690,winter,21.59,18.71,0.53,2026-01-23
SL-0691,monsoon,26.97,155.36,0.98,2025-12-03
SL-0691,summer,37.13,20.2,0.7,2025-12-16
SL-0691,winter,20.71,6.06,0.49,
SL-0692,monsoon,29.24,190.19,0.99,2025-12-03
SL-0692,summer,34.15,36.27,0.89,2025-12-07
SL-0692,winter,21.47,16.5,0.46,
SL-0693,monsoon,29.82,184.32,0.89,2025-12-16
SL-0693,summer,36.27,38.83,0.77,2025-12-13
SL-0693,winter,18.02,12.06,0.47,
SL-0694,monsoon,29.76,248.42,0.94,2025-12-08
SL-0694,summer,35.2,17.16,0.74,2025-12-05
SL-0694,winter,21.44,7.74,0.39,
SL-0695,monsoon,27.53,157.04,0.92,2025-12-07
SL-0695,summer,35.37,35.09,0.71,2026-01-07
SL-0695,winter,19.73,17.87,0.39,
SL-0696,monsoon,25.22,159.76,0.94,
SL-0696,summer,33.45,22.07,0.57,
SL-0696,winter,18.13,19.83,0.29,
SL-0697,monsoon,25.66,241.86,0.93,2025-12-14
SL-0697,summer,37.64,18.44,0.75,2025-12-29
SL-0697,winter,20.18,12.67,0.5,
SL-0698,monsoon,27.91,238.73,0.76,2025-12-16
SL-0698,summer,37.35,38.78,0.6,2026-01-20
SL-0698,winter,20.36,10.9,0.27,
SL-0699,monsoon,26.99,227.55,0.86,2025-12-08
SL-0699,summer,36.57,36.34,0.71,2026-01-13
SL-0699,winter,23.66,11.63,0.35,
SL-0700,monsoon,27.83,209.41,0.84,2025-12-26
SL-0700,summer,32.48,37.1,0.62,2026-01-03
SL-0700,winter,22.49,15.67,0.46,
SL-0701,monsoon,29.12,222.18,0.88,2025-12-19
SL-0701,summer,33.34,19.99,0.73,2026-01-16
SL-0701,winter,24.98,14.45,0.5,
SL-0702,monsoon,29.5,202.71,0.86,2025-12-20
SL-0702,summer,35.4,39.7,0.58,2026-01-06
SL-0702,winter,24.14,16.13,0.38,
SL-0703,monsoon,26.55,176.0,0.99,2025-12-03
SL-0703,summer,35.6,26.63,0.65,2026-01-24
SL-0703,winter,21.1,16.58,0.35,
SL-0704,monsoon,27.11,230.21,0.99,2025-12-04
SL-0704,summer,37.94,32.49,0.65,2025-12-07
SL-0704,winter,21.48,14.1,0.35,
SL-0705,monsoon,27.37,234.76,0.94,2025-12-05
SL-0705,summer,32.35,24.83,0.79,2026-01-05
SL-0705,winter,22.11,19.76,0.49,
SL-0706,monsoon,25.58,188.9,0.9,2025-12-18
SL-0706,summer,32.25,21.0,0.8,2025-12-10
SL-0706,winter,18.32,15.61,0.51,2026-01-01
SL-0707,monsoon,25.12,218.17,0.92,2025-12-14
SL-0707,summer,34.95,23.38,0.65,2026-01-19
SL-0707,winter,19.38,12.67,0.42,
SL-0708,monsoon,27.32,224.45,0.98,2025-12-05
SL-0708,summer,34.26,38.7,0.67,2025-12-06
SL-0708,winter,18.01,15.86,0.38,
SL-0709,monsoon,26.81,169.44,0.92,2025-12-16
SL-0709,summer,36.11,38.39,0.71,2025-12-15
SL-0709,winter,19.99,5.32,0.36,
SL-0710,monsoon,25.16,169.74,0.96,2025-12-09
SL-0710,summer,32.16,22.91,0.8,2025-12-28
SL-0710,winter,18.06,11.94,0.47,
SL-0711,monsoon,27.49,247.55,0.99,2025-12-03
SL-0711,summer,32.41,29.39,0.85,2025-12-12
SL-0711,winter,19.78,13.56,0.52,2026-02-11
SL-0712,monsoon,25.47,238.99,0.93,2025-12-14
SL-0712,summer,35.74,32.41,0.81,2026-01-01
SL-0712,winter,20.15,8.29,0.48,
SL-0713,monsoon,25.87,193.89,0.97,2025-12-05
SL-0713,summer,35.76,22.52,0.82,2025-12-28
SL-0713,winter,23.19,9.5,0.47,
SL-0714,monsoon,25.75,198.59,0.93,2025-12-09
SL-0714,summer,34.24,36.83,0.77,2025-12-31
SL-0714,winter,23.96,12.61,0.54,2026-02-09
SL-0715,monsoon,25.99,247.42,0.98,2025-12-03
SL-0715,summer,33.29,39.94,0.78,2026-01-09
SL-0715,winter,19.06,11.61,0.37,
SL-0716,monsoon,25.86,242.88,0.99,2025-12-03
SL-0716,summer,33.92,31.34,0.76,2025-12-14
SL-0716,winter,18.57,11.93,0.57,2026-02-06
SL-0717,monsoon,29.2,178.39,0.8,2025-12-28
SL-0717,summer,35.38,38.19,0.74,2025-12-09
SL-0717,winter,21.04,13.99,0.47,
SL-0718,monsoon,29.27,185.29,0.87,2025-12-21
SL-0718,summer,37.8,34.67,0.74,2026-01-08
SL-0718,winter,24.51,7.69,0.45,
SL-0719,monsoon,26.66,225.23,0.95,2025-12-11
SL-0719,summer,37.52,27.36,0.79,2025-12-04
SL-0719,winter,24.16,9.71,0.53,2026-02-21
SL-0720,monsoon,27.01,196.98,0.98,2025-12-04
SL-0720,summer,35.62,39.67,0.67,2025-12-10
SL-0720,winter,19.27,16.17,0.46,
SL-0721,monsoon,28.73,199.98,0.85,2025-12-19
SL-0721,summer,34.27,18.57,0.7,2025-12-06
SL-0721,winter,20.82,19.0,0.26,
SL-0722,monsoon,26.17,204.29,0.98,2025-12-06
SL-0722,summer,33.76,15.92,0.65,2026-01-25
SL-0722,winter,20.93,16.89,0.48,
SL-0723,monsoon,25.72,212.61,0.99,2025-12-04
SL-0723,summer,36.75,32.13,0.79,2025-12-09
SL-0723,winter,23.6,14.06,0.62,2026-02-04
SL-0724,monsoon,28.67,208.8,0.99,2025-12-03
SL-0724,summer,34.54,33.37,0.73,2025-12-13
SL-0724,winter,18.98,15.21,0.44,
SL-0725,monsoon,26.61,204.12,0.99,2025-12-03
SL-0725,summer,32.72,33.14,0.89,2025-12-13
SL-0725,winter,21.82,12.66,0.44,
SL-0726,monsoon,29.54,216.13,0.79,2025-12-20
SL-0726,summer,34.82,33.67,0.69,2026-01-05
SL-0726,winter,24.21,17.36,0.33,
SL-0727,monsoon,26.3,186.27,0.88,2025-12-21
SL-0727,summer,37.12,31.17,0.79,2025-12-31
SL-0727,winter,19.85,16.02,0.4,
SL-0728,monsoon,25.19,185.19,0.99,2025-12-04
SL-0728,summer,35.85,30.6,0.94,2025-12-13
SL-0728,winter,23.96,8.06,0.57,2026-01-19
SL-0729,monsoon,26.1,228.06,0.99,2025-12-04
SL-0729,summer,36.85,25.76,0.87,2025-12-21
SL-0729,winter,23.4,5.38,0.62,2025-12-07
SL-0730,monsoon,25.16,177.95,0.81,2026-01-03
SL-0730,summer,35.12,28.86,0.61,2025-12-30
SL-0730,winter,18.68,7.73,0.33,
SL-0731,monsoon,28.4,172.24,0.82,2025-12-13
SL-0731,summer,35.89,21.41,0.57,2026-01-02
SL-0731,winter,20.3,7.93,0.26,
SL-0732,monsoon,26.95,164.51,0.98,
SL-0732,summer,37.17,35.25,0.73,
SL-0732,winter,23.28,17.44,0.45,
SL-0733,monsoon,27.16,197.52,0.95,2025-12-11
SL-0733,summer,35.82,23.33,0.66,2026-01-21
SL-0733,winter,19.53,16.88,0.55,2026-02-03
SL-0734,monsoon,29.82,232.72,0.94,2025-12-06
SL-0734,summer,35.55,23.8,0.81,2025-12-27
SL-0734,winter,18.61,15.47,0.42,
SL-0735,monsoon,28.27,188.41,0.99,2025-12-04
SL-0735,summer,34.11,28.9,0.74,2026-01-02
SL-0735,winter,20.46,15.17,0.36,
SL-0736,monsoon,27.04,158.3,0.87,2025-12-16
SL-0736,summer,32.25,24.37,0.66,2025-12-15
SL-0736,winter,23.54,5.22,0.47,
SL-0737,monsoon,27.95,219.05,0.97,2025-12-07
SL-0737,summer,37.75,29.42,0.83,2025-12-11
SL-0737,winter,24.88,7.55,0.4,
SL-0738,monsoon,25.73,157.13,0.99,2025-12-03
SL-0738,summer,35.87,20.92,0.73,2026-01-06
SL-0738,winter,19.55,7.17,0.54,2025-12-12
SL-0739,monsoon,26.04,202.15,0.93,2025-12-14
SL-0739,summer,37.27,36.02,0.75,2025-12-31
SL-0739,winter,24.62,12.64,0.45,
SL-0740,monsoon,26.42,217.39,0.85,2025-12-18
SL-0740,summer,34.72,22.56,0.8,2025-12-14
SL-0740,winter,20.79,6.86,0.48,
SL-0741,monsoon,29.11,224.82,0.98,2025-12-05
SL-0741,summer,33.71,20.65,0.71,2025-12-27
SL-0741,winter,21.87,12.76,0.44,
SL-0742,monsoon,26.26,155.07,0.99,2025-12-03
SL-0742,summer,37.57,38.71,0.78,2025-12-12
SL-0742,winter,23.17,6.06,0.46,
SL-0743,monsoon,26.18,219.47,0.97,
SL-0743,summer,37.64,25.08,0.7,
SL-0743,winter,19.61,13.82,0.39,
SL-0744,monsoon,25.31,241.67,0.99,2025-12-04
SL-0744,summer,34.18,35.52,0.74,2026-01-07
SL-0744,winter,23.26,11.15,0.37,
SL-0745,monsoon,28.88,194.42,0.96,
SL-0745,summer,33.2,15.83,0.68,
SL-0745,winter,20.29,17.86,0.32,
SL-0746,monsoon,28.31,214.78,0.94,2025-12-04
SL-0746,summer,33.74,38.21,0.85,2025-12-15
SL-0746,winter,23.65,17.32,0.41,
SL-0747,monsoon,26.83,225.33,0.94,2025-12-04
SL-0747,summer,32.18,30.57,0.71,2026-01-08
SL-0747,winter,23.33,6.58,0.38,
SL-0748,monsoon,25.49,152.27,0.97,2025-12-05
SL-0748,summer,36.33,37.96,0.76,2026-01-08
SL-0748,winter,22.7,15.24,0.42,
SL-0749,monsoon,25.06,223.64,0.99,2025-12-03
SL-0749,summer,37.32,36.17,0.66,2025-12-16
SL-0749,winter,24.49,19.96,0.36,
SL-0750,monsoon,26.72,249.66,0.94,2025-12-04
SL-0750,summer,36.72,27.81,0.69,2025-12-05
SL-0750,winter,22.39,6.71,0.41,
SL-0751,monsoon,25.81,203.08,0.86,2025-12-16
SL-0751,summer,33.86,27.53,0.59,2026-02-06
SL-0751,winter,19.65,14.74,0.47,
SL-0752,monsoon,26.59,212.96,0.78,2025-12-05
SL-0752,summer,35.41,29.58,0.7,2025-12-21
SL-0752,winter,24.06,6.93,0.29,
SL-0753,monsoon,29.26,171.41,0.93,2025-12-08
SL-0753,summer,36.05,27.94,0.67,2025-12-11
SL-0753,winter,19.18,16.48,0.47,
SL-0754,monsoon,25.01,216.95,0.95,2025-12-11
SL-0754,summer,33.85,31.31,0.8,2025-12-07
SL-0754,winter,18.55,17.03,0.48,
SL-0755,monsoon,29.34,238.94,0.96,2025-12-05
SL-0755,summer,34.82,27.85,0.85,2025-12-23
SL-0755,winter,19.93,19.71,0.58,2025-12-21
SL-0756,monsoon,28.75,183.28,0.89,
SL-0756,summer,37.74,29.36,0.72,
SL-0756,winter,19.71,17.94,0.41,
SL-0757,monsoon,26.44,193.38,0.95,2025-12-07
SL-0757,summer,35.35,26.08,0.78,2025-12-27
SL-0757,winter,18.49,15.89,0.51,2026-02-08
SL-0758,monsoon,29.77,213.23,0.99,2025-12-03
SL-0758,summer,35.9,24.5,0.76,2026-01-12
SL-0758,winter,20.4,9.59,0.48,
SL-0759,monsoon,29.15,168.22,0.99,2025-12-04
SL-0759,summer,37.98,26.15,0.81,2025-12-06
SL-0759,winter,24.53,8.62,0.45,
SL-0760,monsoon,28.33,227.5,0.96,2025-12-08
SL-0760,summer,33.71,27.09,0.73,2026-01-03
SL-0760,winter,18.02,13.56,0.35,
SL-0761,monsoon,27.61,200.57,0.89,2025-12-05
SL-0761,summer,37.27,36.13,0.77,2026-01-07
SL-0761,winter,23.76,9.2,0.47,
SL-0762,monsoon,25.15,199.99,0.86,2025-12-20
SL-0762,summer,37.48,18.09,0.67,2026-01-06
SL-0762,winter,20.23,16.95,0.45,
SL-0763,monsoon,28.57,213.76,0.99,2025-12-04
SL-0763,summer,35.27,36.95,0.83,2025-12-06
SL-0763,winter,23.33,14.48,0.52,2025-12-14
SL-0764,monsoon,29.63,228.35,0.97,2025-12-05
SL-0764,summer,35.3,24.95,0.71,2025-12-13
SL-0764,winter,21.78,5.04,0.45,
SL-0765,monsoon,27.67,225.74,0.99,
SL-0765,summer,32.53,32.34,0.66,
SL-0765,winter,18.02,8.47,0.52,
SL-0766,monsoon,28.54,155.01,0.85,2025-12-05
SL-0766,summer,36.94,28.01,0.75,2026-01-16
SL-0766,winter,20.29,13.35,0.54,2026-02-14
SL-0767,monsoon,28.22,231.06,0.99,2025-12-03
SL-0767,summer,33.69,35.05,0.75,2025-12-25
SL-0767,winter,18.53,12.26,0.46,
SL-0768,monsoon,28.15,245.98,0.99,2025-12-03
SL-0768,summer,37.45,20.49,0.74,2025-12-06
SL-0768,winter,19.76,17.89,0.52,2025-12-22
SL-0769,monsoon,26.04,199.97,0.97,2025-12-06
SL-0769,summer,33.86,21.18,0.84,2025-12-07
SL-0769,winter,18.28,19.33,0.53,2026-01-28
SL-0770,monsoon,28.95,169.03,0.87,2025-12-10
SL-0770,summer,35.06,16.24,0.63,2025-12-17
SL-0770,winter,18.72,12.54,0.4,
SL-0771,monsoon,25.67,180.91,0.91,2025-12-03
SL-0771,summer,33.35,21.77,0.7,2025-12-22
SL-0771,winter,22.52,13.59,0.37,
SL-0772,monsoon,28.92,153.71,0.99,2025-12-03
SL-0772,summer,37.56,22.03,0.84,2025-12-25
SL-0772,winter,21.54,17.44,0.45,
SL-0773,monsoon,25.29,152.9,0.97,2025-12-06
SL-0773,summer,32.31,19.35,0.82,2026-01-04
SL-0773,winter,22.08,17.78,0.59,2026-02-11
SL-0774,monsoon,27.19,246.14,0.99,2025-12-04
SL-0774,summer,36.26,32.5,0.75,2025-12-22
SL-0774,winter,19.49,16.7,0.45,
SL-0775,monsoon,29.56,239.48,0.91,2025-12-06
SL-0775,summer,35.47,21.03,0.8,2026-01-07
SL-0775,winter,22.99,13.73,0.41,
SL-0776,monsoon,27.69,160.47,0.99,2025-12-04
SL-0776,summer,36.55,24.42,0.75,2026-01-11
SL-0776,winter,22.27,17.61,0.52,2026-02-25
SL-0777,monsoon,26.56,187.97,0.94,2025-12-07
SL-0777,summer,37.48,26.97,0.55,2026-01-22
SL-0777,winter,18.95,18.59,0.27,
SL-0778,monsoon,25.83,152.33,0.99,2025-12-04
SL-0778,summer,35.78,37.66,0.83,2025-12-14
SL-0778,winter,24.65,6.07,0.5,
SL-0779,monsoon,29.8,200.65,0.92,2025-12-03
SL-0779,summer,33.71,34.7,0.62,2025-12-14
SL-0779,winter,22.42,18.98,0.3,
SL-0780,monsoon,28.06,215.07,0.94,2025-12-08
SL-0780,summer,32.66,22.14,0.81,2025-12-13
SL-0780,winter,24.63,6.96,0.49,
SL-0781,monsoon,29.83,223.48,0.99,2025-12-04
SL-0781,summer,35.01,34.83,0.69,2025-12-07
SL-0781,winter,18.35,18.1,0.44,
SL-0782,monsoon,25.09,196.43,0.99,2025-12-03
SL-0782,summer,36.68,33.27,0.67,2025-12-23
SL-0782,winter,18.64,9.39,0.5,
SL-0783,monsoon,26.82,230.26,0.95,2025-12-04
SL-0783,summer,37.91,34.76,0.75,2026-01-05
SL-0783,winter,23.31,9.51,0.49,
SL-0784,monsoon,27.21,201.47,0.99,2025-12-04
SL-0784,summer,36.51,21.14,0.81,2026-01-02
SL-0784,winter,18.17,6.15,0.53,2025-12-14
SL-0785,monsoon,28.89,157.12,0.99,2025-12-04
SL-0785,summer,35.05,26.53,0.68,2025-12-17
SL-0785,winter,21.69,12.36,0.4,
SL-0786,monsoon,25.24,205.68,0.85,2025-12-11
SL-0786,summer,32.03,30.91,0.72,2026-01-18
SL-0786,winter,24.66,14.55,0.38,
SL-0787,monsoon,26.36,155.94,0.99,2025-12-03
SL-0787,summer,36.33,35.87,0.69,2026-01-02
SL-0787,winter,24.37,5.91,0.54,2026-01-04
SL-0788,monsoon,29.17,162.73,0.87,2025-12-25
SL-0788,summer,36.74,34.37,0.66,2025-12-24
SL-0788,winter,23.71,6.91,0.42,
SL-0789,monsoon,27.97,238.56,0.95,2025-12-08
SL-0789,summer,32.62,19.7,0.67,2025-12-14
SL-0789,winter,20.25,19.16,0.45,
SL-0790,monsoon,29.52,182.61,0.94,2025-12-07
SL-0790,summer,33.34,24.21,0.8,2026-01-01
SL-0790,winter,20.1,17.38,0.44,
SL-0791,monsoon,29.02,179.85,0.99,2025-12-03
SL-0791,summer,34.16,20.14,0.74,2025-12-08
SL-0791,winter,19.66,11.27,0.42,
SL-0792,monsoon,25.0,154.3,0.9,2025-12-05
SL-0792,summer,33.26,30.21,0.59,2025-12-11
SL-0792,winter,19.18,6.72,0.39,
SL-0793,monsoon,29.05,233.86,0.79,2025-12-24
SL-0793,summer,34.21,18.53,0.62,2025-12-07
SL-0793,winter,21.38,5.6,0.44,
SL-0794,monsoon,28.13,210.36,0.92,2025-12-15
SL-0794,summer,37.84,18.97,0.83,2025-12-21
SL-0794,winter,18.08,19.01,0.51,2026-01-03
SL-0795,monsoon,29.88,244.53,0.88,2025-12-05
SL-0795,summer,36.52,24.17,0.63,2026-01-10
SL-0795,winter,24.73,8.9,0.44,
SL-0796,monsoon,26.73,156.92,0.95,2025-12-07
SL-0796,summer,33.44,16.76,0.76,2026-01-15
SL-0796,winter,24.71,15.93,0.46,
SL-0797,monsoon,25.96,204.79,0.99,2025-12-03
SL-0797,summer,34.1,32.24,0.75,2025-12-20
SL-0797,winter,20.69,13.78,0.51,2025-12-21
SL-0798,monsoon,29.84,224.17,0.77,2025-12-19
SL-0798,summer,33.27,18.46,0.75,2025-12-21
SL-0798,winter,18.93,8.98,0.32,
SL-0799,monsoon,25.37,200.33,0.83,2025-12-05
SL-0799,summer,37.22,37.93,0.75,2025-12-23
SL-0799,winter,21.63,18.94,0.36,
SL-0800,monsoon,26.03,200.24,0.99,2025-12-04
SL-0800,summer,35.68,22.32,0.8,2025-12-25
SL-0800,winter,20.47,12.58,0.43,
SL-0801,monsoon,27.13,184.52,0.99,
SL-0801,summer,36.38,39.55,0.69,
SL-0801,winter,22.14,18.82,0.4,
SL-0802,monsoon,25.17,176.84,0.93,2025-12-13
SL-0802,summer,35.66,27.8,0.81,2025-12-08
SL-0802,winter,24.94,14.95,0.51,2026-02-05
SL-0803,monsoon,25.13,167.67,0.86,2025-12-27
SL-0803,summer,33.69,25.4,0.73,2025-12-15
SL-0803,winter,21.57,16.61,0.46,
SL-0804,monsoon,27.95,166.62,0.87,2025-12-23
SL-0804,summer,35.31,21.26,0.82,2025-12-20
SL-0804,winter,24.7,6.83,0.5,
SL-0805,monsoon,28.94,163.48,0.99,2025-12-04
SL-0805,summer,36.86,34.8,0.74,2025-12-17
SL-0805,winter,18.69,7.68,0.47,
SL-0806,monsoon,26.09,224.6,0.86,
SL-0806,summer,33.44,15.32,0.65,
SL-0806,winter,22.21,18.09,0.43,
SL-0807,monsoon,29.72,191.13,0.84,2025-12-12
SL-0807,summer,34.74,26.87,0.63,2025-12-08
SL-0807,winter,19.98,17.93,0.37,
SL-0808,monsoon,25.64,207.49,0.87,2025-12-16
SL-0808,summer,34.88,30.08,0.73,2025-12-18
SL-0808,winter,19.05,12.39,0.46,
SL-0809,monsoon,26.48,209.45,0.88,2025-12-18
SL-0809,summer,34.86,18.15,0.77,2025-12-23
SL-0809,winter,23.19,19.21,0.48,
SL-0810,monsoon,27.33,191.67,0.9,2025-12-15
SL-0810,summer,35.31,20.33,0.7,2026-01-17
SL-0810,winter,21.94,17.45,0.41,
SL-0811,monsoon,27.25,187.69,0.91,2025-12-10
SL-0811,summer,37.88,34.14,0.75,2026-01-11
SL-0811,winter,21.44,12.68,0.36,
SL-0812,monsoon,28.11,209.22,0.97,2025-12-03
SL-0812,summer,35.32,28.41,0.75,2025-12-25
SL-0812,winter,23.28,10.8,0.36,
SL-0813,monsoon,27.73,176.41,0.99,
SL-0813,summer,36.36,38.15,0.71,
SL-0813,winter,18.07,7.34,0.52,
SL-0814,monsoon,27.83,230.79,0.96,2025-12-07
SL-0814,summer,36.35,17.24,0.75,2025-12-24
SL-0814,winter,23.38,19.5,0.42,
SL-0815,monsoon,26.75,173.59,0.74,2025-12-31
SL-0815,summer,35.33,39.12,0.72,2026-01-07
SL-0815,winter,18.75,14.82,0.43,
SL-0816,monsoon,25.15,150.45,0.82,2025-12-08
SL-0816,summer,33.45,28.41,0.71,2025-12-10
SL-0816,winter,19.99,14.84,0.38,
SL-0817,monsoon,25.77,179.12,0.99,2025-12-03
SL-0817,summer,33.28,33.51,0.82,2026-01-01
SL-0817,winter,23.0,10.08,0.53,2026-02-07
SL-0818,monsoon,27.23,173.84,0.87,2025-12-09
SL-0818,summer,37.44,19.78,0.77,2026-01-10
SL-0818,winter,19.05,18.67,0.44,
SL-0819,monsoon,29.98,206.16,0.88,2025-12-07
SL-0819,summer,33.81,35.35,0.7,2026-01-07
SL-0819,winter,18.23,11.78,0.48,
SL-0820,monsoon,26.85,189.8,0.94,2025-12-07
SL-0820,summer,34.98,15.58,0.84,2025-12-18
SL-0820,winter,19.32,15.13,0.4,
SL-0821,monsoon,28.65,192.21,0.96,2025-12-06
SL-0821,summer,33.19,19.79,0.69,2025-12-19
SL-0821,winter,23.76,15.32,0.53,2025-12-12
SL-0822,monsoon,26.84,173.93,0.99,2025-12-04
SL-0822,summer,37.84,20.49,0.81,2025-12-10
SL-0822,winter,18.78,14.89,0.41,
SL-0823,monsoon,27.5,248.04,0.93,2025-12-12
SL-0823,summer,36.17,31.5,0.84,2025-12-08
SL-0823,winter,24.67,6.15,0.44,
SL-0824,monsoon,27.73,202.18,0.95,2025-12-05
SL-0824,summer,37.42,37.2,0.74,2025-12-04
SL-0824,winter,18.93,11.15,0.3,
SL-0825,monsoon,29.4,229.8,0.99,2025-12-04
SL-0825,summer,34.99,28.67,0.77,2025-12-24
SL-0825,winter,24.64,10.97,0.46,
SL-0826,monsoon,26.65,218.75,0.96,2025-12-05
SL-0826,summer,32.04,24.11,0.86,2025-12-17
SL-0826,winter,23.45,13.85,0.51,2026-01-06
SL-0827,monsoon,26.88,246.71,0.83,2025-12-23
SL-0827,summer,37.1,37.06,0.73,2026-01-07
SL-0827,winter,21.82,18.67,0.39,
SL-0828,monsoon,29.78,189.64,0.99,
SL-0828,summer,37.72,32.05,0.81,
SL-0828,winter,18.74,11.14,0.36,
SL-0829,monsoon,28.86,169.07,0.9,2025-12-20
SL-0829,summer,34.09,30.68,0.71,2026-01-06
SL-0829,winter,20.31,12.69,0.55,2026-02-15
SL-0830,monsoon,27.72,167.19,0.86,2025-12-07
SL-0830,summer,32.61,38.57,0.67,2025-12-09
SL-0830,winter,23.5,9.67,0.3,
SL-0831,monsoon,27.03,241.01,0.94,2025-12-13
SL-0831,summer,34.9,22.66,0.85,2025-12-23
SL-0831,winter,18.53,11.61,0.42,
SL-0832,monsoon,29.15,209.44,0.92,2025-12-06
SL-0832,summer,37.91,32.91,0.81,2026-01-03
SL-0832,winter,22.84,8.81,0.45,
SL-0833,monsoon,25.44,244.22,0.8,
SL-0833,summer,36.72,33.95,0.72,
SL-0833,winter,19.96,10.57,0.24,
SL-0834,monsoon,26.58,237.17,0.76,2025-12-25
SL-0834,summer,35.78,20.59,0.62,2026-02-05
SL-0834,winter,22.71,6.66,0.26,
SL-0835,monsoon,25.27,180.87,0.92,2025-12-09
SL-0835,summer,34.92,16.21,0.72,2026-01-10
SL-0835,winter,24.94,11.87,0.36,
SL-0836,monsoon,26.69,163.33,0.84,2025-12-08
SL-0836,summer,33.27,27.61,0.76,2025-12-27
SL-0836,winter,24.37,9.37,0.38,
SL-0837,monsoon,28.1,240.3,0.9,2025-12-13
SL-0837,summer,37.01,31.77,0.79,2025-12-15
SL-0837,winter,21.87,16.7,0.54,2026-01-02
SL-0838,monsoon,26.4,231.7,0.85,2025-12-09
SL-0838,summer,34.6,39.01,0.84,2025-12-20
SL-0838,winter,21.59,5.61,0.55,2026-02-15
SL-0839,monsoon,29.48,193.5,0.94,2025-12-11
SL-0839,summer,37.37,39.55,0.72,2025-12-16
SL-0839,winter,21.29,18.42,0.49,
SL-0840,monsoon,25.6,229.54,0.99,2025-12-04
SL-0840,summer,34.41,22.41,0.76,2025-12-30
SL-0840,winter,19.16,7.47,0.49,
SL-0841,monsoon,26.46,202.39,0.99,2025-12-04
SL-0841,summer,36.73,38.31,0.71,2025-12-29
SL-0841,winter,24.25,17.91,0.45,
SL-0842,monsoon,25.62,164.56,0.92,2025-12-05
SL-0842,summer,36.31,20.61,0.74,2025-12-09
SL-0842,winter,18.26,5.98,0.46,
SL-0843,monsoon,26.67,184.32,0.99,2025-12-03
SL-0843,summer,36.71,39.51,0.75,2025-12-22
SL-0843,winter,23.02,12.0,0.49,
SL-0844,monsoon,25.58,181.46,0.91,2025-12-11
SL-0844,summer,36.57,27.79,0.71,2025-12-19
SL-0844,winter,23.58,5.85,0.38,
SL-0845,monsoon,27.18,193.29,0.99,2025-12-03
SL-0845,summer,35.58,24.0,0.77,2025-12-22
SL-0845,winter,21.99,8.47,0.36,
SL-0846,monsoon,25.87,174.46,0.88,2025-12-17
SL-0846,summer,36.99,21.22,0.75,2025-12-13
SL-0846,winter,20.41,10.4,0.46,
SL-0847,monsoon,25.01,231.31,0.9,2025-12-06
SL-0847,summer,37.84,38.16,0.76,2025-12-21
SL-0847,winter,23.76,17.77,0.52,2025-12-10
SL-0848,monsoon,26.08,153.28,0.83,2025-12-19
SL-0848,summer,35.81,25.36,0.69,2025-12-21
SL-0848,winter,24.33,19.66,0.52,2026-02-19
SL-0849,monsoon,27.39,182.78,0.86,2025-12-05
SL-0849,summer,34.19,20.33,0.8,2025-12-18
SL-0849,winter,18.28,15.07,0.52,2025-12-14
SL-0850,monsoon,28.01,199.44,0.97,2025-12-07
SL-0850,summer,34.48,27.29,0.72,2026-01-11
SL-0850,winter,23.3,8.4,0.49,
SL-0851,monsoon,28.94,160.26,0.94,2025-12-05
SL-0851,summer,35.68,24.17,0.74,2025-12-31
SL-0851,winter,22.16,7.07,0.38,
SL-0852,monsoon,25.94,197.21,0.88,2025-12-19
SL-0852,summer,36.86,19.53,0.84,2025-12-22
SL-0852,winter,22.86,19.29,0.5,
SL-0853,monsoon,29.93,182.8,0.81,2025-12-15
SL-0853,summer,33.69,36.85,0.71,2025-12-31
SL-0853,winter,23.17,13.08,0.5,
SL-0854,monsoon,28.27,229.59,0.88,2025-12-16
SL-0854,summer,35.56,35.43,0.81,2025-12-26
SL-0854,winter,20.66,7.82,0.54,2026-02-19
SL-0855,monsoon,29.75,197.21,0.99,2025-12-03
SL-0855,summer,33.4,18.98,0.7,2026-01-01
SL-0855,winter,24.56,18.25,0.52,2025-12-29
SL-0856,monsoon,27.69,221.04,0.91,2025-12-17
SL-0856,summer,37.94,17.2,0.75,2026-01-16
SL-0856,winter,22.19,11.19,0.46,
SL-0857,monsoon,28.14,232.78,0.91,2025-12-10
SL-0857,summer,37.53,39.28,0.69,2026-01-23
SL-0857,winter,22.92,9.11,0.43,
SL-0858,monsoon,25.04,201.99,0.87,2025-12-04
SL-0858,summer,35.56,38.72,0.64,2026-01-13
SL-0858,winter,23.87,16.45,0.43,
SL-0859,monsoon,25.17,171.21,0.99,2025-12-03
SL-0859,summer,33.18,16.43,0.82,2025-12-29
SL-0859,winter,19.67,8.83,0.45,
SL-0860,monsoon,26.36,190.55,0.94,2025-12-13
SL-0860,summer,34.43,17.56,0.69,2025-12-10
SL-0860,winter,19.38,17.83,0.46,
SL-0861,monsoon,29.73,192.5,0.95,2025-12-06
SL-0861,summer,36.05,25.04,0.83,2025-12-04
