request_id,light_id,reported_at,resolved_at,issue_type
REQ-0317,SL-1793,2025-04-02 13:45:35,2025-04-06 14:45:35,wiring
REQ-0318,SL-4225,2025-04-03 13:45:35,2025-04-05 19:45:35,wiring
REQ-0319,SL-4491,2025-04-03 13:45:35,2025-04-06 16:45:35,wiring
REQ-0320,SL-4270,2025-04-03 13:45:35,2025-04-07 20:45:35,wiring
REQ-0321,SL-3036,2025-04-03 13:45:35,2025-04-10 15:45:35,pole_damage
REQ-0322,SL-3326,2025-04-04 13:45:35,,sensor_failure
REQ-0323,SL-4322,2025-04-04 13:45:35,2025-04-07 15:45:35,bulb_failure
REQ-0324,SL-3009,2025-04-04 13:45:35,2025-04-08 21:45:35,power_supply
REQ-0325,SL-3084,2025-04-04 13:45:35,2025-04-08 16:45:35,pole_damage
REQ-0326,SL-4765,2025-04-04 13:45:35,2025-04-07 16:45:35,bulb_failure
REQ-0327,SL-3953,2025-04-04 13:45:35,2025-04-07 16:45:35,power_supply
REQ-0328,SL-4188,2025-04-05 13:45:35,2025-04-08 16:45:35,pole_damage
REQ-0329,SL-4327,2025-04-05 13:45:35,2025-04-10 21:45:35,bulb_failure
REQ-0330,SL-2814,2025-04-05 13:45:35,2025-04-08 15:45:35,sensor_failure
REQ-0331,SL-1937,2025-04-05 13:45:35,,vandalism
REQ-0332,SL-0407,2025-04-05 13:45:35,2025-04-08 20:45:35,wiring
REQ-0333,SL-0144,2025-04-06 13:45:35,2025-04-07 17:45:35,vandalism
REQ-0334,SL-2867,2025-04-06 13:45:35,,bulb_failure
REQ-0335,SL-1933,2025-04-06 13:45:35,2025-04-10 16:45:35,wiring
REQ-0336,SL-4665,2025-04-06 13:45:35,2025-04-09 21:45:35,sensor_failure
REQ-0337,SL-0367,2025-04-06 13:45:35,2025-04-13 16:45:35,bulb_failure
REQ-0338,SL-3633,2025-04-07 13:45:35,2025-04-10 21:45:35,bulb_failure
REQ-0339,SL-0895,2025-04-07 13:45:35,2025-04-10 14:45:35,wiring
REQ-0340,SL-3428,2025-04-07 13:45:35,2025-04-10 17:45:35,wiring
REQ-0341,SL-1423,2025-04-07 13:45:35,2025-04-12 18:45:35,sensor_failure
REQ-0342,SL-4534,2025-04-08 13:45:35,2025-04-12 18:45:35,wiring
REQ-0343,SL-0947,2025-04-08 13:45:35,2025-04-11 17:45:35,power_supply
REQ-0344,SL-2847,2025-04-08 13:45:35,2025-04-11 14:45:35,bulb_failure
REQ-0345,SL-0525,2025-04-09 13:45:35,,wiring
REQ-0346,SL-3386,2025-04-09 13:45:35,2025-04-13 18:45:35,bulb_failure
REQ-0347,SL-0570,2025-04-09 13:45:35,2025-04-15 15:45:35,wiring
REQ-0348,SL-0849,2025-04-10 13:45:35,2025-04-13 14:45:35,wiring
REQ-0349,SL-0426,2025-04-10 13:45:35,2025-04-15 20:45:35,vandalism
REQ-0350,SL-1412,2025-04-11 13:45:35,2025-04-12 15:45:35,bulb_failure
REQ-0351,SL-1315,2025-04-11 13:45:35,2025-04-15 14:45:35,bulb_failure
REQ-0352,SL-4548,2025-04-11 13:45:35,2025-04-12 20:45:35,wiring
REQ-0353,SL-3715,2025-04-11 13:45:35,2025-04-18 18:45:35,sensor_failure
REQ-0354,SL-1529,2025-04-12 13:45:35,2025-04-19 16:45:35,power_supply
REQ-0355,SL-1866,2025-04-12 13:45:35,2025-04-16 14:45:35,bulb_failure
REQ-0356,SL-1779,2025-04-12 13:45:35,2025-04-15 15:45:35,power_supply
REQ-0357,SL-3861,2025-04-12 13:45:35,2025-04-15 18:45:35,pole_damage
REQ-0358,SL-0648,2025-04-13 13:45:35,2025-04-17 19:45:35,bulb_failure
REQ-0359,SL-2565,2025-04-13 13:45:35,2025-04-15 16:45:35,sensor_failure
REQ-0360,SL-1593,2025-04-13 13:45:35,2025-04-14 15:45:35,pole_damage
REQ-0361,SL-2761,2025-04-13 13:45:35,2025-04-16 19:45:35,power_supply
REQ-0362,SL-2691,2025-04-14 13:45:35,2025-04-16 14:45:35,bulb_failure
REQ-0363,SL-0305,2025-04-14 13:45:35,2025-04-21 17:45:35,pole_damage
REQ-0364,SL-4892,2025-04-14 13:45:35,2025-04-15 20:45:35,power_supply
REQ-0365,SL-4502,2025-04-14 13:45:35,2025-04-18 18:45:35,bulb_failure
REQ-0366,SL-3808,2025-04-15 13:45:35,2025-04-22 15:45:35,bulb_failure
REQ-0367,SL-2899,2025-04-15 13:45:35,2025-04-18 15:45:35,bulb_failure
REQ-0368,SL-0725,2025-04-15 13:45:35,2025-04-19 14:45:35,wiring
REQ-0369,SL-0349,2025-04-15 13:45:35,2025-04-19 14:45:35,power_supply
REQ-0370,SL-0343,2025-04-15 13:45:35,2025-04-17 16:45:35,pole_damage
REQ-0371,SL-3651,2025-04-15 13:45:35,2025-04-16 15:45:35,bulb_failure
REQ-0372,SL-4535,2025-04-15 13:45:35,2025-04-17 15:45:35,vandalism
REQ-0373,SL-3530,2025-04-16 13:45:35,2025-04-21 21:45:35,power_supply
REQ-0374,SL-2758,2025-04-16 13:45:35,2025-04-20 16:45:35,bulb_failure
REQ-0375,SL-1152,2025-04-16 13:45:35,2025-04-20 20:45:35,vandalism
REQ-0376,SL-4898,2025-04-16 13:45:35,2025-04-17 17:45:35,bulb_failure
REQ-0377,SL-4021,2025-04-16 13:45:35,2025-04-22 17:45:35,power_supply
REQ-0378,SL-2782,2025-04-16 13:45:35,2025-04-18 21:45:35,wiring
REQ-0379,SL-2534,2025-04-17 13:45:35,2025-04-21 21:45:35,wiring
REQ-0380,SL-3477,2025-04-17 13:45:35,2025-04-21 18:45:35,bulb_failure
REQ-0381,SL-1306,2025-04-17 13:45:35,2025-04-19 17:45:35,sensor_failure
REQ-0382,SL-0819,2025-04-18 13:45:35,2025-04-21 15:45:35,wiring
REQ-0383,SL-4792,2025-04-18 13:45:35,2025-04-21 18:45:35,power_supply
REQ-0384,SL-1827,2025-04-19 13:45:35,2025-04-22 14:45:35,bulb_failure
REQ-0385,SL-2817,2025-04-19 13:45:35,2025-04-23 19:45:35,bulb_failure
REQ-0386,SL-0916,2025-04-19 13:45:35,2025-04-23 15:45:35,wiring
REQ-0387,SL-4706,2025-04-19 13:45:35,2025-04-22 15:45:35,bulb_failure
REQ-0388,SL-2936,2025-04-19 13:45:35,2025-04-25 15:45:35,wiring
REQ-0389,SL-2822,2025-04-19 13:45:35,2025-04-22 17:45:35,bulb_failure
REQ-0390,SL-1689,2025-04-20 13:45:35,2025-04-24 19:45:35,bulb_failure
REQ-0391,SL-3074,2025-04-20 13:45:35,2025-04-23 16:45:35,bulb_failure
REQ-0392,SL-3949,2025-04-20 13:45:35,2025-04-23 21:45:35,sensor_failure
REQ-0393,SL-3886,2025-04-20 13:45:35,2025-04-23 18:45:35,bulb_failure
REQ-0394,SL-4804,2025-04-21 13:45:35,2025-04-23 17:45:35,wiring
REQ-0395,SL-0472,2025-04-21 13:45:35,2025-04-26 21:45:35,wiring
REQ-0396,SL-0091,2025-04-21 13:45:35,2025-04-25 17:45:35,power_supply
REQ-0397,SL-1214,2025-04-22 13:45:35,2025-04-23 15:45:35,vandalism
REQ-0398,SL-2615,2025-04-22 13:45:35,,bulb_failure
REQ-0399,SL-4560,2025-04-22 13:45:35,,wiring
REQ-0400,SL-3086,2025-04-22 13:45:35,2025-04-24 18:45:35,power_supply
REQ-0401,SL-1154,2025-04-22 13:45:35,2025-04-25 20:45:35,sensor_failure
REQ-0402,SL-3049,2025-04-22 13:45:35,2025-04-25 16:45:35,bulb_failure
REQ-0403,SL-0495,2025-04-23 13:45:35,2025-04-26 14:45:35,wiring
REQ-0404,SL-3718,2025-04-23 13:45:35,,sensor_failure
REQ-0405,SL-0451,2025-04-23 13:45:35,2025-04-25 21:45:35,vandalism
REQ-0406,SL-3149,2025-04-23 13:45:35,2025-04-27 21:45:35,bulb_failure
REQ-0407,SL-2666,2025-04-23 13:45:35,2025-04-30 20:45:35,bulb_failure
REQ-0408,SL-1918,2025-04-23 13:45:35,2025-04-27 15:45:35,sensor_failure
REQ-0409,SL-4539,2025-04-24 13:45:35,2025-04-29 15:45:35,pole_damage
REQ-0410,SL-0885,2025-04-24 13:45:35,2025-04-28 16:45:35,bulb_failure
REQ-0411,SL-2364,2025-04-24 13:45:35,2025-04-26 19:45:35,bulb_failure
REQ-0412,SL-4453,2025-04-24 13:45:35,2025-04-27 15:45:35,bulb_failure
REQ-0413,SL-1476,2025-04-24 13:45:35,2025-04-28 17:45:35,sensor_failure
REQ-0414,SL-3508,2025-04-24 13:45:35,2025-04-26 19:45:35,wiring
REQ-0415,SL-0459,2025-04-25 13:45:35,2025-04-28 19:45:35,wiring
REQ-0416,SL-3173,2025-04-25 13:45:35,2025-05-01 20:45:35,wiring
REQ-0417,SL-4391,2025-04-26 13:45:35,,sensor_failure
REQ-0418,SL-1569,2025-04-26 13:45:35,2025-05-01 18:45:35,sensor_failure
REQ-0419,SL-3139,2025-04-26 13:45:35,2025-04-28 17:45:35,sensor_failure
REQ-0420,SL-3147,2025-04-26 13:45:35,2025-04-29 21:45:35,wiring
REQ-0421,SL-2609,2025-04-26 13:45:35,2025-04-30 15:45:35,wiring
REQ-0422,SL-4449,2025-04-26 13:45:35,2025-04-27 21:45:35,bulb_failure
REQ-0423,SL-0681,2025-04-26 13:45:35,2025-04-29 21:45:35,sensor_failure
REQ-0424,SL-0469,2025-04-27 13:45:35,2025-05-01 18:45:35,power_supply
REQ-0425,SL-4110,2025-04-27 13:45:35,2025-04-30 19:45:35,bulb_failure
REQ-0426,SL-0346,2025-04-27 13:45:35,2025-04-29 21:45:35,vandalism
REQ-0427,SL-0283,2025-04-27 13:45:35,2025-05-02 20:45:35,power_supply
REQ-0428,SL-0642,2025-04-28 13:45:35,2025-04-30 20:45:35,power_supply
REQ-0429,SL-2257,2025-04-28 13:45:35,,bulb_failure
REQ-0430,SL-1047,2025-04-28 13:45:35,2025-05-04 15:45:35,pole_damage
REQ-0431,SL-2885,2025-04-28 13:45:35,2025-05-01 17:45:35,wiring
REQ-0432,SL-0949,2025-04-28 13:45:35,2025-05-01 17:45:35,vandalism
REQ-0433,SL-0090,2025-04-28 13:45:35,2025-05-05 18:45:35,vandalism
REQ-0434,SL-4906,2025-04-29 13:45:35,2025-05-03 14:45:35,wiring
REQ-0435,SL-4448,2025-04-29 13:45:35,2025-05-02 17:45:35,pole_damage
REQ-0436,SL-2968,2025-04-29 13:45:35,2025-05-02 17:45:35,pole_damage
REQ-0437,SL-4210,2025-04-30 13:45:35,2025-05-03 19:45:35,bulb_failure
REQ-0438,SL-4058,2025-04-30 13:45:35,2025-05-01 16:45:35,bulb_failure
REQ-0439,SL-1360,2025-04-30 13:45:35,2025-05-04 14:45:35,bulb_failure
REQ-0440,SL-2748,2025-04-30 13:45:35,2025-05-05 19:45:35,bulb_failure
REQ-0441,SL-2394,2025-04-30 13:45:35,2025-05-06 18:45:35,wiring
REQ-0442,SL-4644,2025-04-30 13:45:35,2025-05-03 15:45:35,bulb_failure
REQ-0443,SL-4003,2025-04-30 13:45:35,2025-05-02 15:45:35,bulb_failure
REQ-0444,SL-2487,2025-04-30 13:45:35,2025-05-03 19:45:35,wiring
REQ-0445,SL-1442,2025-05-01 13:45:35,2025-05-02 21:45:35,power_supply
REQ-0446,SL-4775,2025-05-01 13:45:35,2025-05-06 18:45:35,vandalism
REQ-0447,SL-1001,2025-05-02 13:45:35,,pole_damage
REQ-0448,SL-1046,2025-05-02 13:45:35,2025-05-04 16:45:35,bulb_failure
REQ-0449,SL-3282,2025-05-02 13:45:35,2025-05-03 21:45:35,bulb_failure
REQ-0450,SL-1545,2025-05-02 13:45:35,2025-05-05 19:45:35,sensor_failure
REQ-0451,SL-4489,2025-05-03 13:45:35,2025-05-07 18:45:35,pole_damage
REQ-0452,SL-4419,2025-05-03 13:45:35,2025-05-09 17:45:35,bulb_failure
REQ-0453,SL-1981,2025-05-03 13:45:35,2025-05-06 16:45:35,bulb_failure
REQ-0454,SL-2944,2025-05-03 13:45:35,2025-05-05 19:45:35,power_supply
REQ-0455,SL-3738,2025-05-04 13:45:35,2025-05-06 20:45:35,power_supply
REQ-0456,SL-0600,2025-05-04 13:45:35,2025-05-07 18:45:35,vandalism
REQ-0457,SL-3885,2025-05-04 13:45:35,2025-05-07 18:45:35,bulb_failure
REQ-0458,SL-2918,2025-05-04 13:45:35,2025-05-07 20:45:35,power_supply
REQ-0459,SL-4632,2025-05-05 13:45:35,2025-05-10 16:45:35,vandalism
REQ-0460,SL-1806,2025-05-05 13:45:35,2025-05-12 21:45:35,pole_damage
REQ-0461,SL-4816,2025-05-05 13:45:35,2025-05-08 17:45:35,bulb_failure
REQ-0462,SL-1840,2025-05-05 13:45:35,2025-05-10 15:45:35,bulb_failure
REQ-0463,SL-4380,2025-05-05 13:45:35,2025-05-10 19:45:35,sensor_failure
REQ-0464,SL-3692,2025-05-06 13:45:35,2025-05-09 15:45:35,bulb_failure
REQ-0465,SL-4578,2025-05-06 13:45:35,2025-05-10 14:45:35,bulb_failure
REQ-0466,SL-3240,2025-05-06 13:45:35,2025-05-09 19:45:35,wiring
REQ-0467,SL-2928,2025-05-06 13:45:35,2025-05-09 19:45:35,wiring
REQ-0468,SL-0627,2025-05-07 13:45:35,2025-05-09 16:45:35,wiring
REQ-0469,SL-1239,2025-05-07 13:45:35,2025-05-10 16:45:35,pole_damage
REQ-0470,SL-2893,2025-05-07 13:45:35,,bulb_failure
REQ-0471,SL-0479,2025-05-07 13:45:35,2025-05-12 15:45:35,vandalism
REQ-0472,SL-0215,2025-05-08 13:45:35,2025-05-13 20:45:35,vandalism
REQ-0473,SL-3240,2025-05-08 13:45:35,2025-05-11 14:45:35,bulb_failure
REQ-0474,SL-1572,2025-05-08 13:45:35,2025-05-15 18:45:35,power_supply
REQ-0475,SL-3196,2025-05-08 13:45:35,2025-05-10 21:45:35,bulb_failure
REQ-0476,SL-0259,2025-05-08 13:45:35,2025-05-12 15:45:35,vandalism
REQ-0477,SL-2766,2025-05-09 13:45:35,2025-05-11 17:45:35,power_supply
REQ-0478,SL-4649,2025-05-09 13:45:35,2025-05-13 15:45:35,sensor_failure
REQ-0479,SL-3718,2025-05-09 13:45:35,2025-05-13 21:45:35,power_supply
REQ-0480,SL-3081,2025-05-10 13:45:35,2025-05-11 18:45:35,bulb_failure
REQ-0481,SL-0593,2025-05-10 13:45:35,,pole_damage
REQ-0482,SL-3946,2025-05-10 13:45:35,2025-05-13 21:45:35,wiring
REQ-0483,SL-0703,2025-05-10 13:45:35,2025-05-13 20:45:35,vandalism
REQ-0484,SL-2074,2025-05-11 13:45:35,2025-05-16 20:45:35,vandalism
REQ-0485,SL-2353,2025-05-11 13:45:35,2025-05-12 16:45:35,bulb_failure
REQ-0486,SL-3377,2025-05-11 13:45:35,2025-05-17 17:45:35,wiring
REQ-0487,SL-2931,2025-05-11 13:45:35,2025-05-15 19:45:35,bulb_failure
REQ-0488,SL-1590,2025-05-11 13:45:35,2025-05-13 20:45:35,power_supply
REQ-0489,SL-0216,2025-05-11 13:45:35,2025-05-13 19:45:35,wiring
REQ-0490,SL-0127,2025-05-12 13:45:35,2025-05-15 15:45:35,pole_damage
REQ-0491,SL-4493,2025-05-12 13:45:35,2025-05-15 17:45:35,bulb_failure
REQ-0492,SL-1616,2025-05-12 13:45:35,2025-05-19 15:45:35,wiring
REQ-0493,SL-3873,2025-05-12 13:45:35,2025-05-17 14:45:35,power_supply
REQ-0494,SL-1294,2025-05-12 13:45:35,2025-05-14 21:45:35,wiring
REQ-0495,SL-4632,2025-05-12 13:45:35,2025-05-16 21:45:35,bulb_failure
REQ-0496,SL-0827,2025-05-13 13:45:35,,vandalism
REQ-0497,SL-0304,2025-05-13 13:45:35,2025-05-15 21:45:35,bulb_failure
REQ-0498,SL-0385,2025-05-13 13:45:35,2025-05-16 15:45:35,wiring
REQ-0499,SL-0505,2025-05-13 13:45:35,2025-05-16 14:45:35,bulb_failure
REQ-0500,SL-1869,2025-05-14 13:45:35,2025-05-21 16:45:35,vandalism
REQ-0501,SL-0699,2025-05-14 13:45:35,2025-05-17 14:45:35,sensor_failure
REQ-0502,SL-4681,2025-05-15 13:45:35,2025-05-18 18:45:35,vandalism
REQ-0503,SL-2547,2025-05-15 13:45:35,,vandalism
REQ-0504,SL-2526,2025-05-15 13:45:35,2025-05-16 20:45:35,bulb_failure
REQ-0505,SL-0935,2025-05-15 13:45:35,2025-05-17 17:45:35,bulb_failure
REQ-0506,SL-0185,2025-05-15 13:45:35,2025-05-19 21:45:35,pole_damage
REQ-0507,SL-4532,2025-05-16 13:45:35,2025-05-18 18:45:35,wiring
REQ-0508,SL-3644,2025-05-16 13:45:35,2025-05-21 18:45:35,wiring
REQ-0509,SL-0532,2025-05-16 13:45:35,2025-05-18 16:45:35,bulb_failure
REQ-0510,SL-3241,2025-05-16 13:45:35,2025-05-21 21:45:35,pole_damage
REQ-0511,SL-3557,2025-05-16 13:45:35,2025-05-19 21:45:35,bulb_failure
REQ-0512,SL-2912,2025-05-16 13:45:35,2025-05-18 19:45:35,wiring
REQ-0513,SL-2190,2025-05-16 13:45:35,2025-05-20 19:45:35,wiring
REQ-0514,SL-2665,2025-05-17 13:45:35,2025-05-20 19:45:35,bulb_failure
REQ-0515,SL-0814,2025-05-17 13:45:35,2025-05-21 14:45:35,vandalism
REQ-0516,SL-2866,2025-05-17 13:45:35,2025-05-20 21:45:35,wiring
REQ-0517,SL-3852,2025-05-17 13:45:35,2025-05-18 17:45:35,bulb_failure
REQ-0518,SL-1132,2025-05-18 13:45:35,2025-05-20 16:45:35,wiring
REQ-0519,SL-0578,2025-05-18 13:45:35,2025-05-22 15:45:35,wiring
REQ-0520,SL-3219,2025-05-19 13:45:35,2025-05-23 14:45:35,wiring
REQ-0521,SL-3799,2025-05-19 13:45:35,2025-05-25 15:45:35,pole_damage
REQ-0522,SL-0658,2025-05-19 13:45:35,2025-05-25 19:45:35,bulb_failure
REQ-0523,SL-1684,2025-05-19 13:45:35,2025-05-20 17:45:35,bulb_failure
REQ-0524,SL-4565,2025-05-19 13:45:35,2025-05-22 19:45:35,bulb_failure
REQ-0525,SL-1122,2025-05-20 13:45:35,2025-05-22 15:45:35,power_supply
REQ-0526,SL-0520,2025-05-20 13:45:35,2025-05-27 14:45:35,bulb_failure
REQ-0527,SL-2717,2025-05-20 13:45:35,2025-05-23 16:45:35,vandalism
REQ-0528,SL-4790,2025-05-20 13:45:35,2025-05-25 18:45:35,wiring
REQ-0529,SL-2773,2025-05-20 13:45:35,2025-05-25 20:45:35,bulb_failure
REQ-0530,SL-2578,2025-05-21 13:45:35,2025-05-24 16:45:35,wiring
REQ-0531,SL-2710,2025-05-21 13:45:35,2025-05-26 20:45:35,sensor_failure
REQ-0532,SL-2942,2025-05-21 13:45:35,2025-05-25 21:45:35,bulb_failure
REQ-0533,SL-1450,2025-05-22 13:45:35,2025-05-23 21:45:35,sensor_failure
REQ-0534,SL-0211,2025-05-22 13:45:35,2025-05-26 18:45:35,bulb_failure
REQ-0535,SL-2708,2025-05-22 13:45:35,2025-05-25 17:45:35,wiring
REQ-0536,SL-4057,2025-05-22 13:45:35,,power_supply
REQ-0537,SL-2776,2025-05-23 13:45:35,2025-05-25 20:45:35,wiring
REQ-0538,SL-2814,2025-05-23 13:45:35,2025-05-26 15:45:35,bulb_failure
REQ-0539,SL-1097,2025-05-23 13:45:35,2025-05-27 16:45:35,bulb_failure
REQ-0540,SL-0398,2025-05-23 13:45:35,2025-05-25 14:45:35,vandalism
REQ-0541,SL-0269,2025-05-23 13:45:35,2025-05-26 19:45:35,wiring
REQ-0542,SL-3148,2025-05-24 13:45:35,2025-05-28 21:45:35,bulb_failure
REQ-0543,SL-1223,2025-05-24 13:45:35,2025-05-30 19:45:35,bulb_failure
REQ-0544,SL-3846,2025-05-24 13:45:35,,bulb_failure
REQ-0545,SL-2564,2025-05-24 13:45:35,2025-05-27 20:45:35,power_supply
REQ-0546,SL-3707,2025-05-24 13:45:35,2025-05-25 20:45:35,bulb_failure
REQ-0547,SL-2798,2025-05-24 13:45:35,2025-05-28 21:45:35,sensor_failure
REQ-0548,SL-1940,2025-05-24 13:45:35,2025-05-26 18:45:35,wiring
REQ-0549,SL-3839,2025-05-25 13:45:35,2025-05-30 21:45:35,pole_damage
REQ-0550,SL-4987,2025-05-25 13:45:35,2025-05-28 18:45:35,bulb_failure
REQ-0551,SL-1451,2025-05-25 13:45:35,2025-05-27 15:45:35,sensor_failure
REQ-0552,SL-4822,2025-05-25 13:45:35,2025-05-28 15:45:35,vandalism
REQ-0553,SL-4230,2025-05-25 13:45:35,2025-06-01 20:45:35,bulb_failure
REQ-0554,SL-3554,2025-05-25 13:45:35,2025-05-27 20:45:35,power_supply
REQ-0555,SL-1047,2025-05-26 13:45:35,2025-05-30 18:45:35,bulb_failure
REQ-0556,SL-4822,2025-05-26 13:45:35,2025-05-31 14:45:35,pole_damage
REQ-0557,SL-0466,2025-05-26 13:45:35,2025-05-29 18:45:35,bulb_failure
REQ-0558,SL-1732,2025-05-26 13:45:35,2025-05-29 20:45:35,pole_damage
REQ-0559,SL-4478,2025-05-27 13:45:35,2025-05-30 17:45:35,bulb_failure
REQ-0560,SL-0702,2025-05-27 13:45:35,2025-05-31 20:45:35,power_supply
REQ-0561,SL-1225,2025-05-27 13:45:35,2025-05-30 15:45:35,power_supply
REQ-0562,SL-3029,2025-05-27 13:45:35,2025-05-31 15:45:35,wiring
REQ-0563,SL-3626,2025-05-27 13:45:35,2025-05-30 20:45:35,power_supply
REQ-0564,SL-2170,2025-05-27 13:45:35,2025-05-31 21:45:35,bulb_failure
REQ-0565,SL-1938,2025-05-28 13:45:35,2025-06-01 19:45:35,sensor_failure
REQ-0566,SL-1366,2025-05-28 13:45:35,2025-05-31 15:45:35,bulb_failure
REQ-0567,SL-1295,2025-05-28 13:45:35,2025-06-01 15:45:35,vandalism
REQ-0568,SL-2544,2025-05-28 13:45:35,2025-06-01 19:45:35,wiring
REQ-0569,SL-1913,2025-05-29 13:45:35,2025-06-02 18:45:35,sensor_failure
REQ-0570,SL-4731,2025-05-29 13:45:35,2025-06-03 18:45:35,wiring
REQ-0571,SL-0653,2025-05-29 13:45:35,2025-05-30 20:45:35,sensor_failure
REQ-0572,SL-4183,2025-05-31 13:45:35,2025-06-03 18:45:35,power_supply
REQ-0573,SL-1719,2025-05-31 13:45:35,2025-06-05 16:45:35,bulb_failure
REQ-0574,SL-4601,2025-05-31 13:45:35,2025-06-02 16:45:35,power_supply
REQ-0575,SL-0668,2025-05-31 13:45:35,2025-06-02 15:45:35,bulb_failure
REQ-0576,SL-0899,2025-06-01 13:45:35,2025-06-05 14:45:35,bulb_failure
REQ-0577,SL-3399,2025-06-01 13:45:35,2025-06-04 19:45:35,pole_damage
REQ-0578,SL-3393,2025-06-01 13:45:35,2025-06-04 17:45:35,bulb_failure
REQ-0579,SL-1468,2025-06-01 13:45:35,2025-06-04 19:45:35,bulb_failure
REQ-0580,SL-1014,2025-06-01 13:45:35,2025-06-08 17:45:35,power_supply
REQ-0581,SL-1960,2025-06-01 13:45:35,,sensor_failure
REQ-0582,SL-2308,2025-06-01 13:45:35,2025-06-03 20:45:35,sensor_failure
REQ-0583,SL-3860,2025-06-02 13:45:35,2025-06-05 17:45:35,power_supply
REQ-0584,SL-2323,2025-06-02 13:45:35,2025-06-03 16:45:35,pole_damage
REQ-0585,SL-4229,2025-06-02 13:45:35,2025-06-06 18:45:35,wiring
REQ-0586,SL-2017,2025-06-02 13:45:35,2025-06-09 15:45:35,power_supply
REQ-0587,SL-2228,2025-06-02 13:45:35,2025-06-07 15:45:35,wiring
REQ-0588,SL-3652,2025-06-02 13:45:35,2025-06-05 20:45:35,pole_damage
REQ-0589,SL-3546,2025-06-02 13:45:35,2025-06-04 18:45:35,bulb_failure
REQ-0590,SL-1516,2025-06-02 13:45:35,2025-06-03 17:45:35,vandalism
REQ-0591,SL-4905,2025-06-03 13:45:35,,bulb_failure
REQ-0592,SL-4486,2025-06-03 13:45:35,2025-06-07 18:45:35,bulb_failure
REQ-0593,SL-1652,2025-06-03 13:45:35,2025-06-05 20:45:35,bulb_failure
REQ-0594,SL-0512,2025-06-03 13:45:35,2025-06-06 14:45:35,wiring
REQ-0595,SL-4566,2025-06-03 13:45:35,2025-06-08 18:45:35,wiring
REQ-0596,SL-0646,2025-06-03 13:45:35,2025-06-06 17:45:35,power_supply
REQ-0597,SL-0410,2025-06-03 13:45:35,2025-06-06 16:45:35,power_supply
REQ-0598,SL-2059,2025-06-03 13:45:35,2025-06-08 21:45:35,bulb_failure
REQ-0599,SL-1565,2025-06-04 13:45:35,2025-06-11 17:45:35,vandalism
REQ-0600,SL-0004,2025-06-04 13:45:35,2025-06-06 17:45:35,wiring
REQ-0601,SL-3626,2025-06-04 13:45:35,2025-06-08 14:45:35,bulb_failure
REQ-0602,SL-0118,2025-06-04 13:45:35,,bulb_failure
REQ-0603,SL-0415,2025-06-04 13:45:35,2025-06-08 15:45:35,sensor_failure
REQ-0604,SL-1224,2025-06-04 13:45:35,2025-06-05 21:45:35,pole_damage
REQ-0605,SL-4287,2025-06-04 13:45:35,2025-06-08 14:45:35,wiring
REQ-0606,SL-0861,2025-06-04 13:45:35,2025-06-07 14:45:35,sensor_failure
REQ-0607,SL-1342,2025-06-04 13:45:35,2025-06-06 15:45:35,bulb_failure
REQ-0608,SL-2926,2025-06-05 13:45:35,2025-06-11 15:45:35,bulb_failure
REQ-0609,SL-4112,2025-06-05 13:45:35,2025-06-07 14:45:35,bulb_failure
REQ-0610,SL-2335,2025-06-05 13:45:35,2025-06-08 17:45:35,pole_damage
REQ-0611,SL-4485,2025-06-05 13:45:35,2025-06-10 17:45:35,vandalism
REQ-0612,SL-1515,2025-06-06 13:45:35,2025-06-08 21:45:35,bulb_failure
REQ-0613,SL-1147,2025-06-06 13:45:35,2025-06-09 21:45:35,wiring
REQ-0614,SL-0219,2025-06-07 13:45:35,2025-06-11 19:45:35,sensor_failure
REQ-0615,SL-2721,2025-06-07 13:45:35,2025-06-08 16:45:35,vandalism
REQ-0616,SL-1247,2025-06-07 13:45:35,2025-06-10 21:45:35,bulb_failure
REQ-0617,SL-3762,2025-06-07 13:45:35,,bulb_failure
REQ-0618,SL-0940,2025-06-07 13:45:35,2025-06-11 16:45:35,sensor_failure
REQ-0619,SL-4172,2025-06-07 13:45:35,2025-06-12 21:45:35,vandalism
REQ-0620,SL-1329,2025-06-07 13:45:35,2025-06-10 20:45:35,bulb_failure
REQ-0621,SL-3227,2025-06-08 13:45:35,2025-06-11 14:45:35,bulb_failure
REQ-0622,SL-0671,2025-06-08 13:45:35,2025-06-12 14:45:35,wiring
REQ-0623,SL-0062,2025-06-08 13:45:35,2025-06-11 19:45:35,power_supply
REQ-0624,SL-3359,2025-06-08 13:45:35,2025-06-11 19:45:35,bulb_failure
REQ-0625,SL-3359,2025-06-08 13:45:35,2025-06-12 14:45:35,bulb_failure
REQ-0626,SL-2858,2025-06-08 13:45:35,2025-06-10 19:45:35,bulb_failure
REQ-0627,SL-1546,2025-06-08 13:45:35,2025-06-10 18:45:35,vandalism
REQ-0628,SL-1230,2025-06-09 13:45:35,2025-06-14 18:45:35,bulb_failure
REQ-0629,SL-2611,2025-06-09 13:45:35,2025-06-13 15:45:35,wiring
REQ-0630,SL-2458,2025-06-09 13:45:35,2025-06-11 18:45:35,power_supply
REQ-0631,SL-1928,2025-06-09 13:45:35,2025-06-13 21:45:35,bulb_failure
REQ-0632,SL-2209,2025-06-09 13:45:35,2025-06-12 18:45:35,pole_damage
REQ-0633,SL-3007,2025-06-09 13:45:35,2025-06-12 17:45:35,power_supply
